metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
appgate_sdp.appliance.active_connections,gauge,,connection,,The current number of active connections.,0,appgate_sdp,,,
appgate_sdp.appliance.active_connections.max,gauge,,connection,,The maximum number of active connections.,0,appgate_sdp,,,
appgate_sdp.appliance.audit_events.count,count,,event,,A count of the number of audit events.,0,appgate_sdp,,,
appgate_sdp.appliance.audit_logs.count,count,,,,A count of the number of audit log transmissions.,0,appgate_sdp,,,
appgate_sdp.appliance.certificate_days.remaining,gauge,,,,The number of days remaining until certificate expiration.,0,appgate_sdp,,,
appgate_sdp.appliance.cpu.percent_usage,gauge,,percent,,The CPU usage of an appliance.,0,appgate_sdp,,,
appgate_sdp.appliance.disk,gauge,,,,The disk usage of an appliance.,0,appgate_sdp,,,
appgate_sdp.appliance.disk.partition_statistic,gauge,,,,The disk partition usage of an appliance.,0,appgate_sdp,,,
appgate_sdp.appliance.dns.cache_entries,gauge,,,,"The number of elements in the DNS cache, differentiated by cache type.",0,appgate_sdp,,,
appgate_sdp.appliance.dns.requests.count,count,,request,,"The count of DNS requests made per zone, protocol and family.",0,appgate_sdp,,,
appgate_sdp.appliance.dns.responses.count,count,,response,,"The count of DNS responses made per zone, protocol and family.",0,appgate_sdp,,,
appgate_sdp.appliance.function.sessions,gauge,,,,The number of sessions for this appliance function.,0,appgate_sdp,,,
appgate_sdp.appliance.function.status,gauge,,,,The status of the appliance function.,0,appgate_sdp,,,
appgate_sdp.appliance.function.suspended,gauge,,,,"The suspended status of an appliance function, differentiated by reason.",0,appgate_sdp,,,
appgate_sdp.appliance.image.size,gauge,,byte,,The size of the appliance image partition in bytes.,0,appgate_sdp,,,
appgate_sdp.appliance.memory,gauge,,byte,,The memory usage of the appliance in bytes.,0,appgate_sdp,,,
appgate_sdp.appliance.network_interface.speed,gauge,,,,The network interface speed in bits per second.,0,appgate_sdp,,,
appgate_sdp.appliance.network_interface.statistic.count,count,,,,The statistics on the network interface of the appliance.,0,appgate_sdp,,,
appgate_sdp.appliance.proxy.protocol_messages.count,count,,message,,The number of proxy protocol messages processed.,0,appgate_sdp,,,
appgate_sdp.appliance.snat,gauge,,,,The number of UDP/TCP ports or ICMP types used for Source Network Address Translation (SNAT).,0,appgate_sdp,,,
appgate_sdp.appliance.spa.dropped_packets.count,count,,packet,,The number of dropped SPA packets.,0,appgate_sdp,,,
