metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
dcgm.dec_utilization,gauge,,percent,,Decoder utilization (in %).,0,dcgm,,
dcgm.enc_utilization,gauge,,percent,,Encoder utilization (in %).,0,dcgm,,
dcgm.fb_free,gauge,,mebibyte,,Framebuffer memory free (in MiB).,0,dcgm,,
dcgm.fb_used,gauge,,mebibyte,,Framebuffer memory used (in MiB).,0,dcgm,,
dcgm.temperature,gauge,,degree celsius,,GPU temperature (in C).,0,dcgm,,
dcgm.gpu_utilization,gauge,,percent,,GPU utilization (in %).,0,dcgm,,
dcgm.mem.clock,gauge,,megahertz,,Memory clock frequency (in MHz).,0,dcgm,,
dcgm.mem.copy_utilization,gauge,,percent,,Memory utilization (in %).,0,dcgm,,
dcgm.nvlink_bandwidth.count,count,,,,Total number of NVLink bandwidth counters for all lanes,0,dcgm,,
dcgm.pcie_replay.count,count,,,,Total number of PCIe retries.,0,dcgm,,
dcgm.power_usage,gauge,,watt,,Power draw (in W).,0,dcgm,,
dcgm.sm_clock,gauge,,megahertz,,SM clock frequency (in MHz).,0,dcgm,,
dcgm.total_energy_consumption.count,count,,,,Total energy consumption since boot (in mJ).,0,dcgm,,
dcgm.vgpu_license_status,gauge,,,,vGPU License status,0,dcgm,,
dcgm.xid_errors,gauge,,,,Value of the last XID error encountered.,0,dcgm,,
dcgm.device.count,count,,device,,Number of Devices on the node.,0,dcgm,,
dcgm.fan_speed,gauge,,percent,,Fan speed for the device in percent 0-100.,0,dcgm,,
dcgm.pcie_tx_throughput,count,,,,PCIe Tx utilization information.,0,dcgm,,
dcgm.pcie_rx_throughput,count,,,,PCIe Rx utilization information.,0,dcgm,,
dcgm.memory_temperature,gauge,,degree celsius,,Memory temperature (in C).,0,dcgm,,
dcgm.uncorrectable_remapped_rows,count,,row,,Number of remapped rows for uncorrectable errors.,0,dcgm,,
dcgm.correctable_remapped_rows,count,,row,,Number of remapped rows for correctable errors.,0,dcgm,,
dcgm.row_remap_failure,gauge,,,,Whether remapping of rows has failed.,0,dcgm,,
