metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
aws.msk.go.gc.duration.seconds.count,count,,,,GC invocation durations count. This is a count on OpenMetricsV2 and a gauge on OpenMetricsV1.,0,amazon_kafka,,
aws.msk.go.gc.duration.seconds.quantile,gauge,,second,,GC invocation duration quantile.,0,amazon_kafka,,
aws.msk.go.gc.duration.seconds.sum,count,,second,,GC invocation duration total. This is a count on OpenMetricsV2 and a gauge on OpenMetricsV1.,0,amazon_kafka,,
aws.msk.go.goroutines,gauge,,thread,,Number of goroutines that currently exist.,0,amazon_kafka,,
aws.msk.go.info,gauge,,,,Information about the Go environment.,0,amazon_kafka,,
aws.msk.go.memstats.alloc.bytes,gauge,,byte,,Number of bytes allocated and still in use.,0,amazon_kafka,,
aws.msk.go.memstats.alloc.bytes.count,count,,byte,,"[OpenMetricsV2] Total number of bytes allocated, even if freed.",0,amazon_kafka,,
aws.msk.go.memstats.alloc.bytes.total,count,,byte,,"[OpenMetricsV1] Total number of bytes allocated, even if freed.",0,amazon_kafka,,
aws.msk.go.memstats.buck.hash.sys.bytes,gauge,,byte,,Number of bytes used by the profiling bucket hash table.,0,amazon_kafka,,
aws.msk.go.memstats.frees.count,count,,,,[OpenMetricsV2] Total number of frees.,0,amazon_kafka,,
aws.msk.go.memstats.frees.total,count,,,,Total number of frees.,0,amazon_kafka,,
aws.msk.go.memstats.gc.cpu.fraction,gauge,,,,The fraction of this program's available CPU time used by the GC since the program started.,0,amazon_kafka,,
aws.msk.go.memstats.gc.sys.bytes,gauge,,byte,,Number of bytes used for garbage collection system metadata.,0,amazon_kafka,,
aws.msk.go.memstats.heap.alloc.bytes,gauge,,byte,,Number of heap bytes allocated and still in use.,0,amazon_kafka,,
aws.msk.go.memstats.heap.idle.bytes,gauge,,byte,,Number of heap bytes waiting to be used.,0,amazon_kafka,,
aws.msk.go.memstats.heap.inuse.bytes,gauge,,byte,,Number of heap bytes that are in use.,0,amazon_kafka,,
aws.msk.go.memstats.heap.objects,gauge,,,,Number of allocated objects.,0,amazon_kafka,,
aws.msk.go.memstats.heap.released.bytes,gauge,,byte,,Number of heap bytes released to OS.,0,amazon_kafka,,
aws.msk.go.memstats.heap.sys.bytes,gauge,,byte,,Number of heap bytes obtained from system.,0,amazon_kafka,,
aws.msk.go.memstats.last.gc.time.seconds,gauge,,second,,Number of seconds since 1970 of last garbage collection.,0,amazon_kafka,,
aws.msk.go.memstats.lookups.count,count,,,,[OpenMetricsV2] Total number of pointer lookups.,0,amazon_kafka,,
aws.msk.go.memstats.lookups.total,count,,,,[OpenMetricsV1] Total number of pointer lookups.,0,amazon_kafka,,
aws.msk.go.memstats.mallocs.count,count,,,,[OpenMetricsV2] Total number of mallocs.,0,amazon_kafka,,
aws.msk.go.memstats.mallocs.total,count,,,,[OpenMetricsV1] Total number of mallocs.,0,amazon_kafka,,
aws.msk.go.memstats.mcache.inuse.bytes,gauge,,byte,,Number of bytes in use by mcache structures.,0,amazon_kafka,,
aws.msk.go.memstats.mcache.sys.bytes,gauge,,byte,,Number of bytes used for mcache structures obtained from system.,0,amazon_kafka,,
aws.msk.go.memstats.mspan.inuse.bytes,gauge,,byte,,Number of bytes in use by mspan structures.,0,amazon_kafka,,
aws.msk.go.memstats.mspan.sys.bytes,gauge,,byte,,Number of bytes used for mspan structures obtained from system.,0,amazon_kafka,,
aws.msk.go.memstats.next.gc.bytes,gauge,,byte,,Number of heap bytes when next garbage collection will take place.,0,amazon_kafka,,
aws.msk.go.memstats.other.sys.bytes,gauge,,byte,,Number of bytes used for other system allocations.,0,amazon_kafka,,
aws.msk.go.memstats.stack.inuse.bytes,gauge,,byte,,Number of bytes in use by the stack allocator.,0,amazon_kafka,,
aws.msk.go.memstats.stack.sys.bytes,gauge,,byte,,Number of bytes obtained from system for stack allocator.,0,amazon_kafka,,
aws.msk.go.memstats.sys.bytes,gauge,,byte,,Number of bytes obtained from system.,0,amazon_kafka,,
aws.msk.go.threads,gauge,,thread,,Number of OS threads created.,0,amazon_kafka,,
aws.msk.jmx.config.reload.failure.count,count,,,,[OpenMetricsV2] Number of times configuration have failed to be reloaded.,0,amazon_kafka,,
aws.msk.jmx.config.reload.failure.total,count,,,,[OpenMetricsV1] Number of times configuration have failed to be reloaded.,0,amazon_kafka,,
aws.msk.jmx.config.reload.success.count,count,,,,[OpenMetricsV2] Number of times configuration have successfully been reloaded.,0,amazon_kafka,,
aws.msk.jmx.config.reload.success.total,count,,,,[OpenMetricsV1] Number of times configuration have successfully been reloaded.,0,amazon_kafka,,
aws.msk.jmx.exporter.build.info,gauge,,,,A metric with a constant '1' value labeled with the version of the JMX exporter.,0,amazon_kafka,,
aws.msk.jmx.scrape.duration.seconds,gauge,,second,,"Time this JMX scrape took, in seconds.",0,amazon_kafka,,
aws.msk.jmx.scrape.error,gauge,,,,Non-zero if this scrape failed.,0,amazon_kafka,,
aws.msk.kafka.cluster.Partition.Value,gauge,,,,"Attribute exposed for management (kafka.cluster<type=Partition, name=InSyncReplicasCount, topic=test-topic-15, partition=70><>Value)",0,amazon_kafka,,
aws.msk.kafka.consumer.group.ConsumerLagMetrics.Value,gauge,,,,"Attribute exposed for management (kafka.consumer.group<type=ConsumerLagMetrics, name=EstimatedTimeLag, groupId=test-group, partition=1, topic=test-topic><>Value)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.50thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>50thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.75thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>75thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.95thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>95thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.98thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>98thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.999thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>999thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.99thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>99thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.Count,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>Count)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.Count.count,count,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>Count) as monotonic count",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.FifteenMinuteRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>FifteenMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.FiveMinuteRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>FiveMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.Max,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>Max)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.Mean,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>Mean)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.MeanRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>MeanRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.Min,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>Min)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.OneMinuteRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>OneMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.StdDev,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=RequestRateAndQueueTimeMs, broker-id=1><>StdDev)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerChannelManager.Value,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerChannelManager, name=TotalQueueSize><>Value)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.50thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>50thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.75thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>75thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.95thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>95thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.98thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>98thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.999thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>999thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.99thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>99thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.Count,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>Count)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.Count.count,count,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>Count) as monotonic count",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.Max,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>Max)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.Mean,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>Mean)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.Min,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>Min)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.StdDev,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueTimeMs><>StdDev)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerEventManager.Value,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerEventManager, name=EventQueueSize><>Value)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.50thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>50thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.75thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>75thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.95thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>95thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.98thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>98thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.999thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>999thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.99thPercentile,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>99thPercentile)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.Count,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>Count)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.Count.count,count,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>Count) as monotonic count",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.FifteenMinuteRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>FifteenMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.FiveMinuteRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>FiveMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.Max,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>Max)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.Mean,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>Mean)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.MeanRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>MeanRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.Min,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>Min)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.OneMinuteRate,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>OneMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.controller.ControllerStats.StdDev,gauge,,,,"Attribute exposed for management (kafka.controller<type=ControllerStats, name=ControlledShutdownRateAndTimeMs><>StdDev)",0,amazon_kafka,,
aws.msk.kafka.controller.KafkaController.Value,gauge,,,,"Attribute exposed for management (kafka.controller<type=KafkaController, name=GlobalPartitionCount><>Value)",0,amazon_kafka,,
aws.msk.kafka.coordinator.group.GroupMetadataManager.Value,gauge,,,,"Attribute exposed for management (kafka.coordinator.group<type=GroupMetadataManager, name=NumGroupsDead><>Value)",0,amazon_kafka,,
aws.msk.kafka.coordinator.transaction.TransactionMarkerChannelManager.Value,gauge,,,,"Attribute exposed for management (kafka.coordinator.transaction<type=TransactionMarkerChannelManager, name=LogAppendRetryQueueSize><>Value)",0,amazon_kafka,,
aws.msk.kafka.log.Log.Value,gauge,,,,"Attribute exposed for management (kafka.log<type=Log, name=LogStartOffset, topic=test-topic-5, partition=22><>Value)",0,amazon_kafka,,
aws.msk.kafka.log.LogCleaner.Value,gauge,,,,"Attribute exposed for management (kafka.log<type=LogCleaner, name=cleaner-recopy-percent><>Value)",0,amazon_kafka,,
aws.msk.kafka.log.LogCleanerManager.Value,gauge,,,,"Attribute exposed for management (kafka.log<type=LogCleanerManager, name=max-dirty-percent><>Value)",0,amazon_kafka,,
aws.msk.kafka.log.LogManager.Value,gauge,,,,"Attribute exposed for management (kafka.log<type=LogManager, name=OfflineLogDirectoryCount><>Value)",0,amazon_kafka,,
aws.msk.kafka.network.Acceptor.Count,gauge,,,,"Attribute exposed for management (kafka.network<type=Acceptor, name=AcceptorBlockedPercent, listener=CLIENT><>Count)",0,amazon_kafka,,
aws.msk.kafka.network.Acceptor.Count.count,count,,,,"Attribute exposed for management (kafka.network<type=Acceptor, name=AcceptorBlockedPercent, listener=CLIENT><>Count) as monotonic count",0,amazon_kafka,,
aws.msk.kafka.network.Acceptor.FifteenMinuteRate,gauge,,,,"Attribute exposed for management (kafka.network<type=Acceptor, name=AcceptorBlockedPercent, listener=CLIENT><>FifteenMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.network.Acceptor.FiveMinuteRate,gauge,,,,"Attribute exposed for management (kafka.network<type=Acceptor, name=AcceptorBlockedPercent, listener=CLIENT><>FiveMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.network.Acceptor.MeanRate,gauge,,,,"Attribute exposed for management (kafka.network<type=Acceptor, name=AcceptorBlockedPercent, listener=CLIENT><>MeanRate)",0,amazon_kafka,,
aws.msk.kafka.network.Acceptor.OneMinuteRate,gauge,,,,"Attribute exposed for management (kafka.network<type=Acceptor, name=AcceptorBlockedPercent, listener=CLIENT><>OneMinuteRate)",0,amazon_kafka,,
aws.msk.kafka.network.Processor.Value,gauge,,,,"Attribute exposed for management (kafka.network<type=Processor, name=IdlePercent, networkProcessor=8><>Value)",0,amazon_kafka,,
aws.msk.kafka.network.RequestChannel.Value,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestChannel, name=ResponseQueueSize, processor=8><>Value)",0,amazon_kafka,,
aws.msk.kafka.network.RequestMetrics.50thPercentile,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestMetrics, name=ResponseQueueTimeMs, request=ListGroups><>50thPercentile)",0,amazon_kafka,,
aws.msk.kafka.network.RequestMetrics.75thPercentile,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestMetrics, name=ResponseQueueTimeMs, request=ListGroups><>75thPercentile)",0,amazon_kafka,,
aws.msk.kafka.network.RequestMetrics.95thPercentile,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestMetrics, name=ResponseQueueTimeMs, request=ListGroups><>95thPercentile)",0,amazon_kafka,,
aws.msk.kafka.network.RequestMetrics.98thPercentile,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestMetrics, name=ResponseQueueTimeMs, request=ListGroups><>98thPercentile)",0,amazon_kafka,,
aws.msk.kafka.network.RequestMetrics.999thPercentile,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestMetrics, name=ResponseQueueTimeMs, request=ListGroups><>999thPercentile)",0,amazon_kafka,,
aws.msk.kafka.network.RequestMetrics.99thPercentile,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestMetrics, name=ResponseQueueTimeMs, request=ListGroups><>99thPercentile)",0,amazon_kafka,,
aws.msk.kafka.network.RequestMetrics.Count,gauge,,,,"Attribute exposed for management (kafka.network<type=RequestMetrics, name=ResponseQueueTimeMs, request=ListGroups><>Count)",0,amazon_kafka,,
