metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
datadog.cluster_agent.admission_webhooks.certificate_expiry,gauge,,hour,,Time left before the certificate expires,0,datadog_cluster_agent,admission webhooks certificate expiry,,
datadog.cluster_agent.admission_webhooks.cws_exec_mutation_attempts,count,,,,Number of CWS exec mutation attempts by reason and status,0,datadog_cluster_agent,cws exec mutation attempts,,
datadog.cluster_agent.admission_webhooks.cws_pod_mutation_attempts,count,,,,Number of CWS pod mutation attempts by reason and status,0,datadog_cluster_agent,cws pod mutation attempts,,
datadog.cluster_agent.admission_webhooks.cws_response_duration.count,count,,,,CWS mutating webhook response duration count,0,datadog_cluster_agent,cws response duration count,,
datadog.cluster_agent.admission_webhooks.cws_response_duration.sum,count,,,,CWS mutating webhook response duration sum,0,datadog_cluster_agent,cws response duration sum,,
datadog.cluster_agent.admission_webhooks.image_resolution_attempts,count,,,,Number of image resolution attempts for gradual rollout,0,datadog_cluster_agent,image resolution attempts,,
datadog.cluster_agent.admission_webhooks.library_injection_attempts,count,,,,Number of library injection attempts by language,0,datadog_cluster_agent,library injection attempts,,
datadog.cluster_agent.admission_webhooks.library_injection_errors,count,,,,Number of library injection failures by language,0,datadog_cluster_agent,library injection errors,,
datadog.cluster_agent.admission_webhooks.mutation_attempts,gauge,,,,Number of pod mutation attempts by mutation type,0,datadog_cluster_agent,admission webhooks mutation attempts,,
datadog.cluster_agent.admission_webhooks.mutation_errors,gauge,,,,Number of mutation failures by mutation type,-1,datadog_cluster_agent,admission webhooks mutation errors,,
datadog.cluster_agent.admission_webhooks.patcher.attempts,count,,,,Number of patch attempts,0,datadog_cluster_agent,patch attempts,,
datadog.cluster_agent.admission_webhooks.patcher.completed,count,,,,Number of completed patch attempts,0,datadog_cluster_agent,completed patch attempts,,
datadog.cluster_agent.admission_webhooks.patcher.errors,count,,,,Number of patch errors,0,datadog_cluster_agent,patch errors,,
datadog.cluster_agent.admission_webhooks.rc_provider.configs,gauge,,,,Number of valid remote configuration,0,datadog_cluster_agent,valid remote configurations,,
datadog.cluster_agent.admission_webhooks.rc_provider.invalid_configs,gauge,,,,Number of invalid remote configurations,0,datadog_cluster_agent,invalid remote configurations,,
datadog.cluster_agent.admission_webhooks.reconcile_errors,gauge,,,,Number of reconcile errors per controller,-1,datadog_cluster_agent,admission webhooks reconcile errors,,
datadog.cluster_agent.admission_webhooks.reconcile_success,gauge,,success,,Number of reconcile successes per controller,0,datadog_cluster_agent,admission webhooks reconcile success,,
datadog.cluster_agent.admission_webhooks.response_duration.count,count,,,,Webhook response duration count,0,datadog_cluster_agent,webhook response duration count,,
datadog.cluster_agent.admission_webhooks.response_duration.sum,count,,second,,Webhook response duration sum,0,datadog_cluster_agent,webhook response duration sum,,
