metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
activemq.queue.count,gauge,,,,The number of queues.,0,activemq_xml,queue count
activemq.queue.consumer_count,gauge,,,,The number of consumers of a queue.,0,activemq_xml,queue cnsmr count
activemq.queue.dequeue_count,gauge,,message,,The total number of messages sent to a queue since the last restart.,0,activemq_xml,queue deq count
activemq.queue.enqueue_count,gauge,,message,,The total number of messages removed from a queue (acknowledged by consumer) since the last restart.,0,activemq_xml,queue enq count
activemq.queue.size,gauge,,,,The size of a queue.,0,activemq_xml,queue size
activemq.topic.count,gauge,,,,The number of topics.,0,activemq_xml,topic count
activemq.topic.consumer_count,gauge,10,,,The number of consumers of a topic.,0,activemq_xml,topic cnsmr count
activemq.topic.dequeue_count,gauge,10,message,,The total number of messages sent to a topic since the last restart.,0,activemq_xml,topic deq count
activemq.topic.enqueue_count,gauge,10,message,,The total number of messages removed from a topic (acknowledged by consumer) since the last restart.,0,activemq_xml,topic enq count
activemq.topic.size,gauge,10,,,The size of a topic.,0,activemq_xml,topic size
activemq.subscriber.count,gauge,,,,The number of subscribers.,0,activemq_xml,sub count
activemq.subscriber.dequeue_counter,gauge,,message,,The number of messages sent to and acknowledged by the client.,0,activemq_xml,sub deq cntr
activemq.subscriber.dispatched_counter,gauge,,message,,The number of messages sent to the client.,0,activemq_xml,sub disptchd cntr
activemq.subscriber.dispatched_queue_size,gauge,,message,,The number of messages dispatched that are awaiting acknowledgement.,0,activemq_xml,sub disptchd que size
activemq.subscriber.enqueue_counter,gauge,,message,,The number of messages that matched the subscription.,0,activemq_xml,sub enq cntr
activemq.subscriber.pending_queue_size,gauge,,message,,The number of messages pending delivery.,0,activemq_xml,sub pend que size
