metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
falco.container.memory.used,gauge,,byte,,Memory usage of the Falco process in container deployments (similar to container_memory_working_set_bytes),0,falco,,,
falco.cpu.usage.ratio,gauge,,,,CPU usage percentage of the Falco process (equivalent to ps output),0,falco,,,
falco.duration.seconds.count,count,,second,,Total duration in seconds that Falco has been running,0,falco,,,
falco.evt.hostname,gauge,,,,Hostname information,0,falco,,,
falco.evt.source,gauge,,,,Event source information (e.g. syscall or plugin-based sources),0,falco,,,
falco.host.cpu.usage.ratio,gauge,,,,Overall CPU usage percentage of all running processes on the host system,0,falco,,,
falco.host.memory.used,gauge,,byte,,Overall memory usage in bytes of all running processes on the host system,0,falco,,,
falco.host.num.cpus,gauge,,cpu,,Total number of CPUs on the host system,0,falco,,,
falco.host.open.fds,gauge,,file,,Total number of open file descriptors on the host system,0,falco,,,
falco.host.procs.running,gauge,,process,,Number of currently running processes on the host system (from /proc/stat),0,falco,,,
falco.jemalloc.active.count,count,,byte,,Active memory allocation by jemalloc memory allocator,0,falco,,,
falco.jemalloc.allocated.count,count,,byte,,Total allocated memory by jemalloc memory allocator,0,falco,,,
falco.jemalloc.mapped.count,count,,byte,,Memory mapped by jemalloc memory allocator,0,falco,,,
falco.jemalloc.metadata.count,count,,byte,,Memory used for jemalloc metadata,0,falco,,,
falco.jemalloc.metadata.thp.count,count,,byte,,Transparent huge page memory used for jemalloc metadata,0,falco,,,
falco.jemalloc.resident.count,count,,byte,,Resident memory held by jemalloc memory allocator,0,falco,,,
falco.jemalloc.retained.count,count,,byte,,Memory retained by jemalloc for future allocations,0,falco,,,
falco.jemalloc.zero.reallocs.count,count,,byte,,Memory from zero-sized reallocations in jemalloc,0,falco,,,
falco.kernel.release,gauge,,,,Kernel release version information,0,falco,,,
falco.memory.pss,gauge,,byte,,Proportional Set Size memory usage of the Falco process,0,falco,,,
falco.memory.rss,gauge,,byte,,Resident Set Size memory usage of the Falco process,0,falco,,,
falco.memory.vsz,gauge,,byte,,Virtual Set Size memory usage of the Falco process,0,falco,,,
falco.outputs.queue.num.drops.count,count,,,,Total number of events dropped from the output queue,0,falco,,,
falco.rules.matches.count,count,,,,Total number of rule matches detected by Falco security rules,0,falco,,,
falco.scap.engine.name,gauge,,,,SCAP engine information (e.g. bpf modern_bpf or kmod),0,falco,,,
falco.scap.n.added.fds.count,count,,file,,Total number of file descriptors added to the internal tracking tables,0,falco,,,
falco.scap.n.added.threads.count,count,,thread,,Total number of threads added to the internal tracking tables,0,falco,,,
falco.scap.n.cached.fd.lookups.count,count,,,,Total number of successful file descriptor lookups from cache,0,falco,,,
falco.scap.n.cached.thread.lookups.count,count,,,,Total number of successful thread lookups from cache,0,falco,,,
falco.scap.n.containers,gauge,,,,Current number of containers being tracked,0,falco,,,
falco.scap.n.drops.buffer.count,count,,,,Total number of events dropped due to buffer issues,0,falco,,,
falco.scap.n.drops.count,count,,,,Total number of kernel-side event drops,0,falco,,,
falco.scap.n.drops.full.threadtable.count,count,,,,Total number of events dropped due to full thread table,0,falco,,,
falco.scap.n.drops.scratch.map.count,count,,,,Total number of events dropped due to scratch map issues,0,falco,,,
falco.scap.n.evts.count,count,,,,Total number of events captured by the system call capture engine,0,falco,,,
falco.scap.n.failed.fd.lookups.count,count,,file,,Total number of failed file descriptor lookups,0,falco,,,
falco.scap.n.failed.thread.lookups.count,count,,,,Total number of failed thread lookups,0,falco,,,
falco.scap.n.fds,gauge,,file,,Current number of file descriptors stored in internal tables,0,falco,,,
falco.scap.n.missing.container.images,gauge,,,,Number of containers with missing or unknown container images,0,falco,,,
falco.scap.n.noncached.fd.lookups.count,count,,file,,Total number of non-cached file descriptor lookups,0,falco,,,
falco.scap.n.noncached.thread.lookups.count,count,,,,Total number of non-cached thread lookups,0,falco,,,
falco.scap.n.removed.fds.count,count,,file,,Total number of file descriptors removed from internal tracking tables,0,falco,,,
falco.scap.n.removed.threads.count,count,,thread,,Total number of threads removed from internal tracking tables,0,falco,,,
falco.scap.n.retrieve.evts.drops.count,count,,,,Total number of events dropped during retrieval process,0,falco,,,
falco.scap.n.retrieved.evts.count,count,,,,Total number of events successfully retrieved from kernel,0,falco,,,
falco.scap.n.store.evts.drops.count,count,,,,Total number of events dropped during storage process,0,falco,,,
falco.scap.n.stored.evts.count,count,,,,Total number of events successfully stored,0,falco,,,
falco.scap.n.threads,gauge,,thread,,Current number of threads stored in internal tracking tables,0,falco,,,
falco.sha256.config.files,gauge,,,,SHA256 hash information of Falco configuration files,0,falco,,,
falco.sha256.rules.files,gauge,,,,SHA256 hash information of Falco rules files,0,falco,,,
