metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
streamnative.health.pulsar_detector_e2e_latency_ms,gauge,,millisecond,,The latency distribution from message sending to message consumption,0,streamnative,Health Pulsar Detector E2E Latency,,
streamnative.health.pulsar_detector_geo_latency_ms,gauge,,millisecond,,The latency distribution Latency distribution from message sending to message consumption across clusters,0,streamnative,Health Pulsar Detector Geo Latency,,
streamnative.health.pulsar_detector_publish_latency_ms,gauge,,millisecond,,The latency distribution of message sending,0,streamnative,Health Pulsar Detector Publish Latency,,
streamnative.health.pulsar_detector_pulsar_sla_messaging_up,gauge,,,,The gauge for indicating the messaging service up or down,0,streamnative,Health Pulsar Detector Pulsar Sla Messaging Up,,
streamnative.health.pulsar_detector_pulsar_sla_webservice_up,gauge,,,,The gauge for indicating the webservice up or down,0,streamnative,Health Pulsar Detector Pulsar Sla Webservice Up,,
streamnative.kafka_connect.jvm_gc_collection_seconds_sum,gauge,,second,,Time spent in a given JVM garbage collector in seconds.,0,streamnative,Kafka Connect Jvm GC Collection Seconds Sum,,
streamnative.kafka_connect.jvm_memory_committed_bytes,gauge,,byte,,Committed bytes of a given JVM memory area,0,streamnative,Kafka Connect Jvm Memory Committed Bytes,,
streamnative.kafka_connect.jvm_memory_init_bytes,gauge,,byte,,Initial bytes of a given JVM memory area,0,streamnative,Kafka Connect Jvm Memory Init Bytes,,
streamnative.kafka_connect.jvm_memory_max_bytes,gauge,,byte,,Max bytes of a given JVM memory area,0,streamnative,Kafka Connect Jvm Memory Max Bytes,,
streamnative.kafka_connect.jvm_memory_used_bytes,gauge,,byte,,Used bytes of a given JVM memory area,0,streamnative,Kafka Connect Jvm Memory Used Bytes,,
streamnative.kafka_connect.kafka_connect_connector_task_batch_size_avg,gauge,,,,The average size of the batches processed by the connector,0,streamnative,Kafka Connect Connector Task Batch Size Avg,,
streamnative.kafka_connect.kafka_connect_connector_task_batch_size_max,gauge,,,,The maximum size of the batches processed by the connector,0,streamnative,Kafka Connect Connector Task Batch Size Max,,
streamnative.kafka_connect.kafka_connect_connector_task_offset_commit_avg_time_ms,gauge,,millisecond,,The average time in milliseconds taken by this task to commit offsets,0,streamnative,Kafka Connect Connector Task Offset Commit Avg Time,,
streamnative.kafka_connect.kafka_connect_connector_task_offset_commit_failure_percentage,gauge,,fraction,,The average percentage of this task's offset commit attempts that failed,0,streamnative,Kafka Connect Connector Task Offset Commit Failure Percentage,,
streamnative.kafka_connect.kafka_connect_connector_task_offset_commit_max_time_ms,gauge,,millisecond,,The maximum time in milliseconds taken by this task to commit offsets,0,streamnative,Kafka Connect Connector Task Offset Commit Max Time,,
streamnative.kafka_connect.kafka_connect_connector_task_offset_commit_success_percentage,gauge,,fraction,,The average percentage of this task's offset commit attempts that succeeded,0,streamnative,Kafka Connect Connector Task Offset Commit Success Percentage,,
streamnative.kafka_connect.kafka_connect_connector_task_pause_ratio,gauge,,fraction,,The fraction of time this task has spent in the pause state,0,streamnative,Kafka Connect Connector Task Pause Ratio,,
streamnative.kafka_connect.kafka_connect_connector_task_running_ratio,gauge,,fraction,,The fraction of time this task has spent in the running state,0,streamnative,Kafka Connect Connector Task Running Ratio,,
streamnative.kafka_connect.kafka_connect_sink_task_offset_commit_completion,gauge,,offset,,The total number of offset commit completions that were completed successfully,0,streamnative,Kafka Connect Sink Task Offset Commit Completion,,
streamnative.kafka_connect.kafka_connect_sink_task_offset_commit_completion_rate,gauge,,offset,second,The average per-second number of offset commit completions that were completed successfully,0,streamnative,Kafka Connect Sink Task Offset Commit Completion Rate,,
streamnative.kafka_connect.kafka_connect_sink_task_offset_commit_seq_no,gauge,,,,The current sequence number for offset commits,0,streamnative,Kafka Connect Sink Task Offset Commit Seq No,,
streamnative.kafka_connect.kafka_connect_sink_task_offset_commit_skip,gauge,,offset,,The total number of offset commit completions that were received too late and skipped/ignored,0,streamnative,Kafka Connect Sink Task Offset Commit Skip,,
streamnative.kafka_connect.kafka_connect_sink_task_offset_commit_skip_rate,gauge,,offset,second,The average per-second number of offset commit completions that were received too late and skipped/ignored,0,streamnative,Kafka Connect Sink Task Offset Commit Skip Rate,,
streamnative.kafka_connect.kafka_connect_sink_task_partition_count,gauge,,,,The number of topic partitions assigned to this task belonging to the named sink connector in this worker,0,streamnative,Kafka Connect Sink Task Partition Count,,
streamnative.kafka_connect.kafka_connect_sink_task_put_batch_avg_time_ms,gauge,,millisecond,,The average time taken by this task to put a batch of sinks records,0,streamnative,Kafka Connect Sink Task Put Batch Avg Time,,
streamnative.kafka_connect.kafka_connect_sink_task_put_batch_max_time_ms,gauge,,millisecond,,The maximum time taken by this task to put a batch of sinks records,0,streamnative,Kafka Connect Sink Task Put Batch Max Time,,
streamnative.kafka_connect.kafka_connect_sink_task_sink_record_active_count,gauge,,record,,The number of records that have been read from Kafka but not yet completely committed/flushed/acknowledged by the sink task,0,streamnative,Kafka Connect Sink Task Sink Record Active Count,,
streamnative.kafka_connect.kafka_connect_sink_task_sink_record_active_count_avg,gauge,,record,,The average number of records that have been read from Kafka but not yet completely committed/flushed/acknowledged by the sink task,0,streamnative,Kafka Connect Sink Task Sink Record Active Count Avg,,
streamnative.kafka_connect.kafka_connect_sink_task_sink_record_active_count_max,gauge,,record,,The maximum number of records that have been read from Kafka but not yet completely committed/flushed/acknowledged by the sink task,0,streamnative,Kafka Connect Sink Task Sink Record Active Count Max,,
streamnative.kafka_connect.kafka_connect_sink_task_sink_record_read,gauge,,record,,"The total number of records read from Kafka by this task belonging to the named sink connector in this worker, since the task was last restarted",0,streamnative,Kafka Connect Sink Task Sink Record Read,,
streamnative.kafka_connect.kafka_connect_sink_task_sink_record_read_rate,gauge,,record,second,The average per-second number of records read from Kafka for this task belonging to the named sink connector in this worker. This is before transformations are applied,0,streamnative,Kafka Connect Sink Task Sink Record Read Rate,,
streamnative.kafka_connect.kafka_connect_sink_task_sink_record_send,gauge,,record,,"The total number of records output from the transformations and sent/put to this task belonging to the named sink connector in this worker, since the task was last restarted",0,streamnative,Kafka Connect Sink Task Sink Record Send,,
streamnative.kafka_connect.kafka_connect_sink_task_sink_record_send_rate,gauge,,record,second,The average per-second number of records output from the transformations and sent/put to this task belonging to the named sink connector in this worker,0,streamnative,Kafka Connect Sink Task Sink Record Send Rate,,
streamnative.kafka_connect.kafka_connect_source_task_poll_batch_avg_time_ms,gauge,,millisecond,,The average time in milliseconds taken by this task to poll for a batch of source records,0,streamnative,Kafka Connect Source Task Poll Batch Avg Time,,
streamnative.kafka_connect.kafka_connect_source_task_poll_batch_max_time_ms,gauge,,millisecond,,The maximum time in milliseconds taken by this task to poll for a batch of source records,0,streamnative,Kafka Connect Source Task Poll Batch Max Time,,
streamnative.kafka_connect.kafka_connect_source_task_source_record_active_count,gauge,,record,,The number of records that have been produced by this task but not yet completely written to Kafka,0,streamnative,Kafka Connect Source Task Source Record Active Count,,
streamnative.kafka_connect.kafka_connect_source_task_source_record_active_count_avg,gauge,,record,,The average number of records that have been produced by this task but not yet completely written to Kafka,0,streamnative,Kafka Connect Source Task Source Record Active Count Avg,,
streamnative.kafka_connect.kafka_connect_source_task_source_record_active_count_max,gauge,,record,,The maximum number of records that have been produced by this task but not yet completely written to Kafka,0,streamnative,Kafka Connect Source Task Source Record Active Count Max,,
streamnative.kafka_connect.kafka_connect_source_task_source_record_poll,gauge,,record,,The total number of records produced/polled (before transformation) by this task belonging to the named source connector in this worker,0,streamnative,Kafka Connect Source Task Source Record Poll,,
streamnative.kafka_connect.kafka_connect_source_task_source_record_poll_rate,gauge,,record,second,The average per-second number of records produced/polled (before transformation) by this task belonging to the named source connector in this worker,0,streamnative,Kafka Connect Source Task Source Record Poll Rate,,
streamnative.kafka_connect.kafka_connect_source_task_source_record_write,gauge,,record,,"The number of records output from the transformations and written to Kafka for this task belonging to the named source connector in this worker, since the task was last restarted",0,streamnative,Kafka Connect Source Task Source Record Write,,
streamnative.kafka_connect.kafka_connect_source_task_source_record_write_rate,gauge,,record,second,The average per-second number of records output from the transformations and written to Kafka for this task belonging to the named source connector in this worker,0,streamnative,Kafka Connect Source Task Source Record Write Rate,,
streamnative.kafka_connect.kafka_connect_task_error_deadletterqueue_produce_failures,gauge,,,,The number of failed writes to the dead letter queue,0,streamnative,Kafka Connect Task Error Deadletterqueue Produce Failures,,
streamnative.kafka_connect.kafka_connect_task_error_deadletterqueue_produce_requests,gauge,,,,The number of attempted writes to the dead letter queue,0,streamnative,Kafka Connect Task Error Deadletterqueue Produce Requests,,
streamnative.kafka_connect.kafka_connect_task_error_last_error_timestamp,gauge,,millisecond,,The epoch timestamp when this task last encountered an error,0,streamnative,Kafka Connect Task Error Last Error Timestamp,,
streamnative.kafka_connect.kafka_connect_task_error_total_errors_logged,gauge,,error,,The total number of errors that were logged,0,streamnative,Kafka Connect Task Error Total Errors Logged,,
streamnative.kafka_connect.kafka_connect_task_error_total_record_errors,gauge,,record,,The total number of record processing errors in this task,0,streamnative,Kafka Connect Task Error Total Record Errors,,
streamnative.kafka_connect.kafka_connect_task_error_total_record_failures,gauge,,record,,The total number of record processing failures in this task,0,streamnative,Kafka Connect Task Error Total Record Failures,,
streamnative.kafka_connect.kafka_connect_task_error_total_records_skipped,gauge,,record,,The total number of records skipped due to errors,0,streamnative,Kafka Connect Task Error Total Records Skipped,,
streamnative.kafka_connect.kafka_connect_task_error_total_retries,gauge,,operation,,The total number of operations retried,0,streamnative,Kafka Connect Task Error Total Retries,,
streamnative.kafka_connect.kafka_connect_worker_connector_destroyed_task_count,gauge,,task,,The number of destroyed tasks of the connector on the worker,0,streamnative,Kafka Connect Worker Connector Destroyed Task Count,,
streamnative.kafka_connect.kafka_connect_worker_connector_failed_task_count,gauge,,task,,The number of failed tasks of the connector on the worker,0,streamnative,Kafka Connect Worker Connector Failed Task Count,,
streamnative.kafka_connect.kafka_connect_worker_connector_paused_task_count,gauge,,task,,The number of paused tasks of the connector on the worker,0,streamnative,Kafka Connect Worker Connector Paused Task Count,,
streamnative.kafka_connect.kafka_connect_worker_connector_restarting_task_count,gauge,,task,,The number of restarting tasks of the connector on the worker,0,streamnative,Kafka Connect Worker Connector Restarting Task Count,,
streamnative.kafka_connect.kafka_connect_worker_connector_running_task_count,gauge,,task,,The number of running tasks of the connector on the worker,0,streamnative,Kafka Connect Worker Connector Running Task Count,,
streamnative.kafka_connect.kafka_connect_worker_connector_total_task_count,gauge,,task,,The number of tasks of the connector on the worker,0,streamnative,Kafka Connect Worker Connector Total Task Count,,
streamnative.kafka_connect.kafka_connect_worker_connector_unassigned_task_count,gauge,,task,,The number of unassigned tasks of the connector on the worker,0,streamnative,Kafka Connect Worker Connector Unassigned Task Count,,
streamnative.kafka_connect.process_cpu_seconds_total,gauge,,second,,Total user and system CPU time spent in seconds,0,streamnative,Kafka Connect Process Cpu Seconds Total,,
streamnative.pulsar_resource.pulsar_consumers_count,gauge,,,,The number of active consumers of the topic connected to this broker.,0,streamnative,Pulsar Resource Pulsar Consumers Count,,
streamnative.pulsar_resource.pulsar_entry_size_le_100_kb,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 100 kilobytes,0,streamnative,Pulsar Resource Pulsar Entry Size Le_100 KB,,
streamnative.pulsar_resource.pulsar_entry_size_le_128,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 128 bytes,0,streamnative,Pulsar Resource Pulsar Entry Size Le_128,,
streamnative.pulsar_resource.pulsar_entry_size_le_16_kb,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 16 kilobytes,0,streamnative,Pulsar Resource Pulsar Entry Size Le_16 KB,,
streamnative.pulsar_resource.pulsar_entry_size_le_1_kb,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 1 kilobyte,0,streamnative,Pulsar Resource Pulsar Entry Size Le_1 KB,,
streamnative.pulsar_resource.pulsar_entry_size_le_1_mb,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 1 megabyte,0,streamnative,Pulsar Resource Pulsar Entry Size Le_1 MB,,
streamnative.pulsar_resource.pulsar_entry_size_le_2_kb,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 2 kilobytes,0,streamnative,Pulsar Resource Pulsar Entry Size Le_2 KB,,
streamnative.pulsar_resource.pulsar_entry_size_le_4_kb,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 4 kilobytes,0,streamnative,Pulsar Resource Pulsar Entry Size Le_4 KB,,
streamnative.pulsar_resource.pulsar_entry_size_le_512,gauge,,fraction,,The entry rate for a topic with entry size smaller than or equal to 512 bytes,0,streamnative,Pulsar Resource Pulsar Entry Size Le_512,,
streamnative.pulsar_resource.pulsar_entry_size_le_overflow,gauge,,fraction,,The entry rate for a topic with entry size greater than 1 megabyte,0,streamnative,Pulsar Resource Pulsar Entry Size Le_Overflow,,
streamnative.pulsar_resource.pulsar_producers_count,gauge,,,,The number of active producers of the topic connected to this broker,0,streamnative,Pulsar Resource Pulsar Producers Count,,
streamnative.pulsar_resource.pulsar_rate_in,gauge,,message,second,The total message rate of the namespace coming into this broker,0,streamnative,Pulsar Resource Pulsar Rate In,,
streamnative.pulsar_resource.pulsar_rate_out,gauge,,message,second,The total message rate of the namespace going out from this broker,0,streamnative,Pulsar Resource Pulsar Rate Out,,
streamnative.pulsar_resource.pulsar_storage_backlog_size,gauge,,byte,,The total backlog size of the topics of this topic owned by this broker,0,streamnative,Pulsar Resource Pulsar Storage Backlog Size,,
streamnative.pulsar_resource.pulsar_storage_offloaded_size,gauge,,byte,,The total amount of the data in this topic offloaded to the tiered storage,0,streamnative,Pulsar Resource Pulsar Storage Offloaded Size,,
streamnative.pulsar_resource.pulsar_storage_read_rate,gauge,,,,The total message batches (entries) read from the storage for this topic,0,streamnative,Pulsar Resource Pulsar Storage Read Rate,,
streamnative.pulsar_resource.pulsar_storage_size,gauge,,byte,,The total storage size of the topics in this topic owned by this broker,0,streamnative,Pulsar Resource Pulsar Storage Size,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_0_5,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 0.5 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_0_5,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_1,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 1 millisecond,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_1,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_10,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 10 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_10,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_100,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 100 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_100,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_1000,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 1000 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_1000,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_20,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 20 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_20,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_200,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 200 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_200,,
streamnative.pulsar_resource.pulsar_storage_write_latency_le_5,gauge,,fraction,,The entry rate for a topic where the storage write latency is less than or equal to 5 milliseconds,0,streamnative,Pulsar Resource Pulsar Storage Write Latency Le_5,,
