metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
genesys.callback.active_callback_complete_count,count,,,,Count of conversations where an agent spent time on a callback while calls were active,0,genesys,Active Callback Complete Conversations Count,,
genesys.callback.active_callback_complete_time_avg,count,,millisecond,,The average time an agent spent on a callback while calls are active,0,genesys,Active Callback Complete Time Avg,,
genesys.callback.active_callback_complete_time_max,count,,millisecond,,The maximum time an agent spent on a callback while calls are active,0,genesys,Active Callback Complete Time Max,,
genesys.callback.active_callback_complete_time_min,count,,millisecond,,The minimum time an agent spent on a callback while calls are active,0,genesys,Active Callback Complete Time Min,,
genesys.callback.acw_count,count,,,,Count of conversations where time was spent on a callback after call work,0,genesys,ACW Conversations Count over Callback,,
genesys.callback.acw_time_avg,count,,millisecond,,The average time spent on a callback after call work,0,genesys,ACW Time Avg over Callback,,
genesys.callback.acw_time_max,count,,millisecond,,The maximum time spent on a callback after call work,0,genesys,ACW Time Max over Callback,,
genesys.callback.acw_time_min,count,,millisecond,,The minimum time spent on a callback after call work,0,genesys,ACW Time Min over Callback,,
genesys.callback.alert_count,count,,,,Count of conversations over Callback where an agent was alerted,0,genesys,Alerted Conversations Count over Callback,,
genesys.callback.alert_time_avg,count,,millisecond,,The average time an agent was being alerted over Callback,0,genesys,Alert Time Avg over Callback,,
genesys.callback.alert_time_max,count,,millisecond,,The maximum time an agent was being alerted over Callback,0,genesys,Alert Time Max over Callback,,
genesys.callback.alert_time_min,count,,millisecond,,The minimum time an agent was being alertedover Callback,0,genesys,Alert Time Min over Callback,,
genesys.callback.answered_count,count,,,,Count of interactions over Callback waiting to be connected to an agent,0,genesys,Answered Conversations Count over Callback,,
genesys.callback.answered_time_avg,count,,millisecond,,The average time an interaction waits to be connected to an agent over Callback,0,genesys,Answered Time Avg over Callback,,
genesys.callback.answered_time_max,count,,millisecond,,The maximum time an interaction waits to be connected to an agent over Callback,0,genesys,Answered Time Max over Callback,,
genesys.callback.answered_time_min,count,,millisecond,,The minimum time an interaction waits to be connected to an agent over Callback,0,genesys,Answered Time Min over Callback,,
genesys.callback.barged_conversations_count,count,,,,Count of conversations over Callback where a supervisor spent time barging in on another agent,0,genesys,Barged Conversations Count over Callback,,
genesys.callback.barged_conversations_time_avg,count,,millisecond,,The average time a supervisor spent over Callback barging in on another agent,0,genesys,Barged Conversations Time Avg over Callback,,
