metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
prefect.server.deployment.is_ready,gauge,,,,Whether the deployment is ready.,0,prefect,deploy ready,,
prefect.server.flow_runs.cancelled.count,count,,run,,Number of flow runs that were cancelled in the collection interval.,0,prefect,flow runs cancelled,,
prefect.server.flow_runs.completed.count,count,,run,,Number of flow runs that completed successfully in the collection interval.,0,prefect,flow runs completed,,
prefect.server.flow_runs.crashed.count,count,,run,,Number of flow runs that crashed unexpectedly in the collection interval.,0,prefect,flow runs crashed,,
prefect.server.flow_runs.execution_duration.95percentile,gauge,,second,,95th percentile execution time of flow runs.,0,prefect,flow exec dur p95,,
prefect.server.flow_runs.execution_duration.avg,gauge,,second,,Average execution time of flow runs.,0,prefect,flow exec dur avg,,
prefect.server.flow_runs.execution_duration.count,gauge,,run,second,Rate of flow run execution duration samples.,0,prefect,flow exec dur count,,
prefect.server.flow_runs.execution_duration.max,gauge,,second,,Maximum execution time of flow runs.,0,prefect,flow exec dur max,,
prefect.server.flow_runs.execution_duration.median,gauge,,second,,Median execution time of flow runs.,0,prefect,flow exec dur median,,
prefect.server.flow_runs.failed.count,count,,run,,Number of flow runs that failed in the collection interval.,0,prefect,flow runs failed,,
prefect.server.flow_runs.late_start.count,count,,run,,Number of flow runs that started later than their scheduled time.,0,prefect,flow runs late start,,
prefect.server.flow_runs.paused.count,gauge,,run,,Number of flow runs currently paused.,0,prefect,flow runs paused,,
prefect.server.flow_runs.pending.count,gauge,,run,,Number of flow runs currently in the pending state.,0,prefect,flow runs pending,,
prefect.server.flow_runs.queue_wait_duration.95percentile,gauge,,second,,95th percentile time spent waiting in the queue before the flow run actually started.,0,prefect,flow queue wait p95,,
prefect.server.flow_runs.queue_wait_duration.avg,gauge,,second,,Average time spent waiting in the queue before the flow run actually started.,0,prefect,flow queue wait avg,,
prefect.server.flow_runs.queue_wait_duration.count,gauge,,run,second,Rate of flow run queue wait duration samples.,0,prefect,flow queue wait count,,
prefect.server.flow_runs.queue_wait_duration.max,gauge,,second,,Maximum time spent waiting in the queue before the flow run actually started.,0,prefect,flow queue wait max,,
prefect.server.flow_runs.queue_wait_duration.median,gauge,,second,,Median time spent waiting in the queue before the flow run actually started.,0,prefect,flow queue wait median,,
prefect.server.flow_runs.retry_gaps_duration.95percentile,gauge,,second,,95th percentile time gap between consecutive retries of the same flow run.,0,prefect,flow retry gap p95,,
prefect.server.flow_runs.retry_gaps_duration.avg,gauge,,second,,Average time gap between consecutive retries of the same flow run.,0,prefect,flow retry gap avg,,
prefect.server.flow_runs.retry_gaps_duration.count,gauge,,occurrence,second,Rate of flow run retry gap samples.,0,prefect,flow retry gap count,,
prefect.server.flow_runs.retry_gaps_duration.max,gauge,,second,,Maximum time gap between consecutive retries of the same flow run.,0,prefect,flow retry gap max,,
prefect.server.flow_runs.retry_gaps_duration.median,gauge,,second,,Median time gap between consecutive retries of the same flow run.,0,prefect,flow retry gap median,,
prefect.server.flow_runs.running.count,gauge,,run,,Number of flow runs currently in the running state.,0,prefect,flow runs running,,
prefect.server.flow_runs.scheduled.count,gauge,,run,,Number of flow runs currently in the scheduled state.,0,prefect,flow runs scheduled,,
prefect.server.flow_runs.throughput,count,,run,second,Rate of flow runs started per second.,0,prefect,flow throughput,,
prefect.server.health,gauge,,,,Indicates that the Prefect API is responding to requests.,0,prefect,health,,
prefect.server.ready,gauge,,,,Indicates that the Prefect API able to accept and process work.,0,prefect,ready,,
prefect.server.task_runs.cancelled.count,count,,run,,Number of task runs that were cancelled in the collection interval.,0,prefect,task runs cancelled,,
prefect.server.task_runs.completed.count,count,,run,,Number of task runs that completed successfully in the collection interval.,0,prefect,task runs completed,,
prefect.server.task_runs.crashed.count,count,,run,,Number of task runs that crashed unexpectedly in the collection interval.,0,prefect,task runs crashed,,
prefect.server.task_runs.dependency_wait_duration.95percentile,gauge,,second,,95th percentile time a task run waited after latest upstream task dependency end.,0,prefect,task dep wait p95,,
prefect.server.task_runs.dependency_wait_duration.avg,gauge,,second,,Average time a task run waited after latest upstream task dependency end.,0,prefect,task dep wait avg,,
prefect.server.task_runs.dependency_wait_duration.count,gauge,,occurrence,second,Rate of task run dependency wait duration samples.,0,prefect,task dep wait count,,
prefect.server.task_runs.dependency_wait_duration.max,gauge,,second,,Maximum time a task run waited after latest upstream task dependency end.,0,prefect,task dep wait max,,
prefect.server.task_runs.dependency_wait_duration.median,gauge,,second,,Median time a task run waited after latest upstream task dependency end.,0,prefect,task dep wait median,,
prefect.server.task_runs.execution_duration.95percentile,gauge,,second,,95th percentile execution time of individual task runs.,0,prefect,task exec dur p95,,
prefect.server.task_runs.execution_duration.avg,gauge,,second,,Average execution time of individual task runs.,0,prefect,task exec dur avg,,
prefect.server.task_runs.execution_duration.count,gauge,,run,second,Rate of task run execution duration samples.,0,prefect,task exec dur count,,
prefect.server.task_runs.execution_duration.max,gauge,,second,,Maximum execution time of individual task runs.,0,prefect,task exec dur max,,
prefect.server.task_runs.execution_duration.median,gauge,,second,,Median execution time of individual task runs.,0,prefect,task exec dur median,,
prefect.server.task_runs.failed.count,count,,run,,Number of task runs that failed in the collection interval.,0,prefect,task runs failed,,
prefect.server.task_runs.late_start.count,count,,run,,Number of task runs that started later than scheduled.,0,prefect,task runs late start,,
prefect.server.task_runs.paused.count,gauge,,run,,Number of task runs currently paused.,0,prefect,task runs paused,,
prefect.server.task_runs.pending.count,gauge,,run,,Number of task runs currently in the pending state.,0,prefect,task runs pending,,
prefect.server.task_runs.running.count,gauge,,run,,Number of task runs currently in the running state.,0,prefect,task runs running,,
prefect.server.task_runs.throughput,count,,run,second,Rate of task runs started per second.,0,prefect,task throughput,,
prefect.server.work_pool.is_not_ready,gauge,,,,Whether the work pool is not ready to accept and dispatch flow runs.,0,prefect,pool not ready,,
prefect.server.work_pool.is_paused,gauge,,,,Whether the work pool is paused.,0,prefect,pool paused,,
prefect.server.work_pool.is_ready,gauge,,,,Whether the work pool is ready to accept and dispatch flow runs.,0,prefect,pool ready,,
prefect.server.work_pool.worker.heartbeat_age_seconds,gauge,,second,,Time since the worker last sent a heartbeat.,0,prefect,worker heartbeat age,,
prefect.server.work_pool.worker.is_online,gauge,,,,Whether the worker is online.,0,prefect,worker online,,
prefect.server.work_queue.backlog.age,gauge,,second,,Age of the oldest item in the queue backlog.,0,prefect,queue backlog age,,
prefect.server.work_queue.backlog.size,gauge,,run,,Number of flow runs waiting in the queue backlog.,0,prefect,queue backlog size,,
prefect.server.work_queue.concurrency.in_use,gauge,,run,,Percentage of concurrency in use by the queue.,0,prefect,queue concurrency in use,,
prefect.server.work_queue.is_not_ready,gauge,,,,Whether the work queue is not ready to accept and dispatch flow runs.,0,prefect,queue not ready,,
prefect.server.work_queue.is_paused,gauge,,,,Whether the work queue is paused.,0,prefect,queue paused,,
prefect.server.work_queue.is_ready,gauge,,,,Whether the work queue is ready to accept and dispatch flow runs.,0,prefect,queue ready,,
prefect.server.work_queue.last_polled_age_seconds,gauge,,second,,Time elapsed since any worker last polled the queue.,0,prefect,queue last polled age,,
