metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
snowflake.auto_recluster.bytes_reclustered.avg,gauge,,byte,,Average bytes reclustered.,0,snowflake,auto recluster avg bytes,
snowflake.auto_recluster.bytes_reclustered.sum,gauge,,byte,,Total bytes reclustered.,0,snowflake,auto recluster sum bytes,
snowflake.auto_recluster.credits_used.avg,gauge,,unit,,Average credits billed for automatic reclustering.,0,snowflake,auto recluster avg credit,
snowflake.auto_recluster.credits_used.sum,gauge,,unit,,Total credits billed for automatic reclustering.,0,snowflake,auto recluster sum credit,
snowflake.auto_recluster.rows_reclustered.avg,gauge,,row,,Average rows reclustered.,0,snowflake,auto recluster avg rows,
snowflake.auto_recluster.rows_reclustered.sum,gauge,,row,,Total rows reclustered.,0,snowflake,auto recluster avg rows,
snowflake.billing.cloud_service.avg,gauge,,unit,,The average overall credits billed per hour for cloud services.,0,snowflake,credits cloud services,
snowflake.billing.cloud_service.sum,gauge,,unit,,The total overall credits billed for cloud services.,0,snowflake,credits cloud services,
snowflake.billing.total_credit.avg,gauge,,unit,,The average overall of credits used per hour for the account. This is the sum of snowflake.billing.cloud_service and snowflake.billing.virtual_warehouses.,0,snowflake,total credits,
snowflake.billing.total_credit.sum,gauge,,unit,,The total overall of credits used for the account. This is the sum of snowflake.billing.cloud_service and snowflake.billing.virtual_warehouses.,0,snowflake,total credits,
snowflake.billing.virtual_warehouse.avg,gauge,,unit,,The average overall credits billed per hour for virtual warehouses.,0,snowflake,credits virtual warehouse,
snowflake.billing.virtual_warehouse.sum,gauge,,unit,,The sum of overall credits billed for virtual warehouses.,0,snowflake,credits virtual warehouse,
snowflake.billing.warehouse.cloud_service.avg,gauge,,unit,,The average credits used per hour for cloud services by warehouse.,0,snowflake,warehouse cloud service credit,
snowflake.billing.warehouse.cloud_service.sum,gauge,,unit,,The total credits used for cloud services by warehouse.,0,snowflake,warehouse cloud service credit,
