metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
airflow.can_connect,count,,,,"1 if can connect to Airflow, otherwise 0",0,airflow,can_connect,
airflow.celery.execute_command.failure,count,,,,Number of non-zero exit code from Celery task.,0,airflow,celery.execute_command.failure,
airflow.celery.task_timeout_error,count,,error,,Number of `AirflowTaskTimeout` errors raised when publishing Task to Celery Broker.,0,airflow,celery.task_timeout_error,
airflow.collect_db_dags,gauge,,millisecond,,Milliseconds taken for fetching all Serialized Dags from DB,0,airflow,collect_db_dags,
airflow.dag.callback_exceptions,count,,error,,"Number of exceptions raised from DAG callbacks. When this happens, it means DAG callback is not working",0,airflow,dag.callback_exceptions,
airflow.dag.loading_duration,gauge,,second,,DAG loading duration in seconds (deprecated),-1,airflow,dag.loading_duration,
airflow.dag.queue_duration,gauge,,millisecond,,"Milliseconds a task spends in the queue (deprecated, use queued_duration).",-1,airflow,dag.queue_duration,
airflow.dag.queued_duration,gauge,,millisecond,,"Milliseconds a task spends in the Queued state, before being Running.",-1,airflow,dag.queued_duration,
airflow.dag.scheduled_duration,gauge,,millisecond,,"Milliseconds a task spends in the Scheduled state, before being Queued.",-1,airflow,dag.scheduled_duration,
airflow.dag.task.duration,gauge,,millisecond,,Milliseconds taken to finish a task,-1,airflow,dag.task.duration,
airflow.dag.task.ongoing_duration,gauge,,second,,Current duration for ongoing DAG tasks,-1,airflow,dag.task.ongoing_duration,
airflow.dag.task.total_running,gauge,,,,Total number of running tasks,-1,airflow,dag.task.total_running,
airflow.dag.task_removed,gauge,,second,,Tasks removed from DAG,0,airflow,dag.task_removed,
airflow.dag.task_restored,gauge,,second,,Tasks restored to DAG,0,airflow,dag.task_restored,
airflow.dag_file_processor_timeouts,gauge,,,,(DEPRECATED) same behavior as dag_processing.processor_timeouts,-1,airflow,dag_file_processor_timeouts,
airflow.dag_file_refresh_error,count,,error,,Number of failures loading any DAG files,0,airflow,dag_file_refresh_error,
airflow.dag_processing.file_path_queue_size,gauge,,,,Number of DAG files to be considered for the next scan.,0,airflow,dag_proc.file_path_queue_size,
airflow.dag_processing.file_path_queue_update_count,count,,,,Number of times we've scanned the filesystem and queued all existing dags.,0,airflow,dag_proc.file_path_queue_update_count,
airflow.dag_processing.import_errors,gauge,,error,,Number of errors from trying to parse DAG files,-1,airflow,dag_proc.import_errors,
airflow.dag_processing.last_duration,gauge,,millisecond,,Milliseconds taken to load the given DAG file,-1,airflow,dag_proc.last_duration,
airflow.dag_processing.last_num_of_db_queries,gauge,,,,Number of queries to Airflow database during parsing per dag_file.,-1,airflow,dag_proc.last_num_of_db_queries,
airflow.dag_processing.last_run.seconds_ago,gauge,,second,,Seconds since `<dag_file>` was last processed,-1,airflow,dag_proc.last_run.sec_ago,
airflow.dag_processing.last_runtime,gauge,,second,,Seconds spent processing `<dag_file>` (in most recent iteration),-1,airflow,dag_proc.last_runtime,
airflow.dag_processing.manager_stalls,count,,,,Number of stalled `DagFileProcessorManager`,0,airflow,dag_proc.manager_stalls,
airflow.dag_processing.other_callback_count,count,,,,Number of non-SLA callbacks received.,0,airflow,dag_proc.other_callback_count,
