metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
hivemq.cache.payload_persistence.average_load_penalty,gauge,,,,Cache statistic capturing the average load penalty of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.eviction_count,gauge,,,,Cache statistic capturing the eviction count of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.hit_count,gauge,,,,Cache statistic capturing the hit count of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.hit_rate,gauge,,,,Cache statistic capturing the hit rate of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.load_count,gauge,,,,Cache statistic capturing the load count of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.load_exception_count,gauge,,,,Cache statistic capturing the load exception count of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.load_exception_rate,gauge,,,,Cache statistic capturing the load exception rate of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.load_success_count,gauge,,,,Cache statistic capturing the load success count of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.miss_count,gauge,,,,Cache statistic capturing the miss count of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.miss_rate,gauge,,,,Cache statistic capturing the miss rate of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.request_count,gauge,,,,Cache statistic capturing the request count of the payload persistence cache,0,hivemq,
hivemq.cache.payload_persistence.total_load_time,gauge,,,,Cache statistic capturing the total load time of the payload persistence cache,0,hivemq,
hivemq.cache.shared_subscription.average_load_penalty,gauge,,,,Cache statistic capturing the average load penalty of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.eviction_count,gauge,,,,Cache statistic capturing the eviction count of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.hit_count,gauge,,,,Cache statistic capturing the hit count of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.hit_rate,gauge,,,,Cache statistic capturing the hit rate of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.load_count,gauge,,,,Cache statistic capturing the load count of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.load_exception_count,gauge,,,,Cache statistic capturing the load exception count of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.load_exception_rate,gauge,,,,Cache statistic capturing the load exception rate of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.load_success_count,gauge,,,,Cache statistic capturing the load success count of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.miss_count,gauge,,,,Cache statistic capturing the miss count of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.miss_rate,gauge,,,,Cache statistic capturing the miss rate of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.request_count,gauge,,,,Cache statistic capturing the request count of the shared subscription cache,0,hivemq,
hivemq.cache.shared_subscription.total_load_time,gauge,,,,Cache statistic capturing the total load time of the shared subscription cache,0,hivemq,
hivemq.cpu_cores.licensed,gauge,,,,Holds the maximum amount of cpu cores allowed by license,0,hivemq,
hivemq.cpu_cores.used,gauge,,,,Holds the current amount of cpu cores used,0,hivemq,
hivemq.messages.pending.qos_0.count,gauge,,,,The current number of pending qos 0 messages,0,hivemq,
hivemq.messages.pending.total.count,gauge,,,,The current number of pending messages total,0,hivemq,
hivemq.messages.queued.count,gauge,,,,The current number of queued messages,0,hivemq,
hivemq.messages.retained.current,gauge,,,,The current amount of retained messages,0,hivemq,
hivemq.messages.retained.pending.total.count,gauge,,,,The current number of pending retained messages total,0,hivemq,
hivemq.messages.retained.queued.count,gauge,,,,The current number of queued retained messages,0,hivemq,
hivemq.networking.bytes.read.current,gauge,,,,The current (last 5 seconds) amount of read bytes,0,hivemq,
hivemq.networking.bytes.read.total,gauge,,,,The total amount of read bytes,0,hivemq,
hivemq.networking.bytes.write.current,gauge,,,,The current (last 5 seconds) amount of written bytes,0,hivemq,
hivemq.networking.bytes.write.total,gauge,,,,Total amount of written bytes,0,hivemq,
hivemq.networking.connections.current,gauge,,,,The current total number of active MQTT connections,0,hivemq,
hivemq.overload_protection.clients.average_credits,gauge,,,,Holds the average amount of available credits between all clients,0,hivemq,
hivemq.overload_protection.clients.backpressure_active,gauge,,,,Holds the current amount of clients for which backpressure is applied by overload protection,0,hivemq,
hivemq.overload_protection.clients.using_credits,gauge,,,,Holds the current amount of clients having less than the full amount of credits,0,hivemq,
hivemq.overload_protection.credits.per_tick,gauge,,,,Holds the current amount of credits a client receives per tick,0,hivemq,
hivemq.overload_protection.level,gauge,,,,Holds the current level of overload protection,0,hivemq,
hivemq.persistence.executor.client_session.tasks,gauge,,,,Current amount of disk I/O tasks that are enqueued by the client session persistence,0,hivemq,
hivemq.persistence.executor.noempty_queues,gauge,,,,Current amount of single writer task queues that are not empty,0,hivemq,
hivemq.persistence.executor.outgoing_message_flow.tasks,gauge,,,,Current amount of disk I/O tasks that are enqueued by the outgoing message flow persistence,0,hivemq,
hivemq.persistence.executor.queued_messages.tasks,gauge,,,,Current amount of disk I/O tasks that are enqueued by the queued messages persistence,0,hivemq,
hivemq.persistence.executor.request_event_bus.tasks,gauge,,,,Current amount of tasks that are enqueued by the request event bus,0,hivemq,
hivemq.persistence.executor.retained_messages.tasks,gauge,,,,Current amount of disk I/O tasks that are enqueued by the retained message persistence,0,hivemq,
hivemq.persistence.executor.running.threads,gauge,,,,Current amount of threads that are executing disk I/O tasks,0,hivemq,
hivemq.persistence.executor.subscription.tasks,gauge,,,,Current amount of disk I/O tasks that are enqueued by the subscription persistence,0,hivemq,
hivemq.persistence.executor.total.tasks,gauge,,,,Current amount of disk I/O tasks that are enqueued by all persistence executors,0,hivemq,
hivemq.persistence.payload_entries.count,gauge,,,,Holds the current amount of payloads stored in the payload persistence,0,hivemq,
hivemq.persistence.removable_entries.count,gauge,,,,"Holds the current amount of payloads stored in the payload persistence, that can be removed by the cleanup",0,hivemq,
hivemq.qos_0_memory.exceeded.per_client,gauge,,,,Holds the current amount of clients that exceeded their QoS 0 message memory,0,hivemq,
hivemq.qos_0_memory.max,gauge,,,,Holds the maximum amount of bytes QoS 0 messages may use in memory,0,hivemq,
hivemq.qos_0_memory.used,gauge,,,,Holds the current amount of bytes QoS 0 messages use in memory,0,hivemq,
hivemq.sessions.overall.current,gauge,,,,"Measures the current count of stored sessions. These sessions include all sessions, including online and offline clients",0,hivemq,
hivemq.system.max_file_descriptor,gauge,,,,Maximum allowed amount of file descriptors as seen by the JVM,0,hivemq,
hivemq.system.open_file_descriptor,gauge,,,,Amount of open file descriptors as seen by the JVM,0,hivemq,
hivemq.system.os.file_descriptors.max,gauge,,,,Maximum allowed amount of file descriptors,0,hivemq,
hivemq.system.os.file_descriptors.open,gauge,,,,Amount of currently open file descriptors,0,hivemq,
hivemq.system.os.global.memory.available,gauge,,,,"The amount of physical memory currently available, in bytes",0,hivemq,
hivemq.system.os.global.memory.swap.total,gauge,,,,"The current size of the paging/swap file(s), in bytes",0,hivemq,
hivemq.system.os.global.memory.swap.used,gauge,,,,"The current memory committed to the paging/swap file(s), in bytes",0,hivemq,
hivemq.system.os.global.memory.total,gauge,,,,"The amount of actual physical memory, in bytes",0,hivemq,
hivemq.system.os.global.uptime,gauge,,,,OS Uptime in seconds,0,hivemq,
hivemq.system.os.process.disk.bytes_read,gauge,,,,Number of bytes the HiveMQ process has read from disk,0,hivemq,
hivemq.system.os.process.disk.bytes_written,gauge,,,,Number of bytes the HiveMQ process has written to disk,0,hivemq,
hivemq.system.os.process.memory.resident_set_size,gauge,,,,Resident Set Size (RSS) in bytes. It is used to show how much memory is allocated to the HiveMQ process and is in RAM. It does not include memory that is swapped out. It does include memory from shared libraries as long as the pages from those libraries are actually in memory. It does include all stack and heap memory,0,hivemq,
hivemq.system.os.process.memory.virtual,gauge,,,,"Virtual Memory Size (VSZ) in bytes. It includes all memory that the HiveMQ process can access, including memory that is swapped out and memory that is from shared libraries",0,hivemq,
hivemq.system.os.process.threads.count,gauge,,,,Number of threads of the HiveMQ process as seen by the OS,0,hivemq,
hivemq.system.os.process.time_spent.kernel,gauge,,,,Amount of milliseconds the HiveMQ process has executed in kernel/system mode as seen by the OS,0,hivemq,
hivemq.system.os.process.time_spent.user,gauge,,,,Amount of milliseconds the the HiveMQ process has executed in user mode as seen by the OS,0,hivemq,
hivemq.system.physical_memory.free,gauge,,,,Current amount of free physical memory in bytes,0,hivemq,
hivemq.system.physical_memory.total,gauge,,,,Total amount of physical memory (bytes) available,0,hivemq,
hivemq.system.process_cpu.load,gauge,,,,Current CPU usage for the JVM process (0.0 idle – 1.0 full CPU usage),0,hivemq,
hivemq.system.process_cpu.time,gauge,,,,Total amount of CPU time the JVM process has used to this point(in nanoseconds),0,hivemq,
hivemq.system.swap_space.free,gauge,,,,Current amount of free swap space in bytes,0,hivemq,
hivemq.system.swap_space.total,gauge,,,,Total amount of swap space available in bytes,0,hivemq,
