metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
intersystems_iris.cache_efficiency,gauge,,percent,,Cache efficiency: global references divided by physical reads plus writes (percentage).,0,intersystems-iris,,,
intersystems_iris.cached_query_by_ns,gauge,,query,,Total number of cached queries in each namespace.,0,intersystems-iris,,,
intersystems_iris.cpu.pct,gauge,,percent,,CPU usage (percentage) by process type.,0,intersystems-iris,,,
intersystems_iris.cpu.usage,gauge,,percent,,CPU usage (percentage) system-wide.,0,intersystems-iris,,,
intersystems_iris.csp.activity,gauge,,request,,Web requests served by the Web Gateway Server since it was started.,0,intersystems-iris,,,
intersystems_iris.csp.actual_connections,gauge,,connection,,Current connections to this server by the Web Gateway Server.,0,intersystems-iris,,,
intersystems_iris.csp.gateway_latency,gauge,,millisecond,,Time (milliseconds) required to obtain a response from the Web Gateway Server when fetching metrics represented by Web sensors.,0,intersystems-iris,,,
intersystems_iris.csp.in_use_connections,gauge,,connection,,Current connections to this server by the Web Gateway Server that are processing a Web request.,0,intersystems-iris,,,
intersystems_iris.csp.private_connections,gauge,,connection,,Current connections to this server by the Web Gateway Server that are reserved for state-aware applications (Preserve mode 1).,0,intersystems-iris,,,
intersystems_iris.csp.sessions,gauge,,,,Currently active Web session IDs on this server.,0,intersystems-iris,,,
intersystems_iris.db.expansion_size_mb,gauge,,,,Default size (in megabytes) to expand a database when it fills.,0,intersystems-iris,,,
intersystems_iris.db.file_limit_percent,gauge,,percent,,The percentage of a single database file's space used relative to the file system type's maximum limit.,0,intersystems-iris,,,
intersystems_iris.db.free_space,gauge,,,,Available space (in megabytes) in a database.,0,intersystems-iris,,,
intersystems_iris.db.latency,gauge,,millisecond,,Time to complete a random read from the database (milliseconds).,0,intersystems-iris,,,
intersystems_iris.db.max_size_mb,gauge,,,,"Maximum size (in megabytes) allowed for a database, 0=unlimited.",0,intersystems-iris,,,
intersystems_iris.db.size_mb,gauge,,,,Current size (in megabytes) of a database.,0,intersystems-iris,,,
intersystems_iris.directory_space,gauge,,,,Free space (in megabytes) available on the database directory's storage volume.,0,intersystems-iris,,,
intersystems_iris.disk_percent_full,gauge,,percent,,Space in use (percentage) on the database directory's storage volume.,0,intersystems-iris,,,
intersystems_iris.ecp.block_add_per_sec,gauge,,,second,Database blocks added to cache (per second) on this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.block_purge_buff_per_sec,gauge,,,second,Database blocks purged by buffer allocation (per second) on this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.block_purge_svr_per_sec,gauge,,,second,Database blocks purged as requested (per second) on this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.byte_rcvd_per_sec,gauge,,byte,second,Bytes received (per second) by this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.byte_sent_per_sec,gauge,,byte,second,Bytes sent (per second) by this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.clients,gauge,,,,"One series per ECP client connection, reporting the client and its connection state.",0,intersystems-iris,,,
intersystems_iris.ecp.conn,gauge,,,,Total active ECP connections on this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.conn_max,gauge,,,,Maximum active ECP connections from this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.glo_ref_per_sec,gauge,,,second,Global references (per second) on this system as an ECP application server.,0,intersystems-iris,,,
intersystems_iris.ecp.latency,gauge,,millisecond,,Latency (in milliseconds) between the ECP application server and the ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecp.servers,gauge,,,,Outgoing ECP connections.,0,intersystems-iris,,,
intersystems_iris.ecps.big_kill,count,,,,Big string kills (per connection) on this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.big_kill_per_sec,gauge,,,second,"Big string kills (per second, summed across all connections) on this system as an ECP data server.",0,intersystems-iris,,,
intersystems_iris.ecps.big_string,count,,,,Big string data requests received (per connection) on this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.big_string_per_sec,gauge,,,second,"Big string data requests received (per second, summed across all connections) on this system as an ECP data server.",0,intersystems-iris,,,
intersystems_iris.ecps.block_sent,count,,,,Database blocks sent (per connection) by this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.block_sent_per_sec,gauge,,,second,"Database blocks sent (per second, summed across all connections) by this system as an ECP data server.",0,intersystems-iris,,,
intersystems_iris.ecps.byte_rcvd,count,,byte,,Bytes received (per connection) by this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.byte_rcvd_per_sec,gauge,,byte,second,"Bytes received (per second, summed across all connections) by this system as an ECP data server.",0,intersystems-iris,,,
intersystems_iris.ecps.byte_sent,count,,byte,,Bytes sent (per connection) by this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.byte_sent_per_sec,gauge,,byte,second,"Bytes sent (per second, summed across all connections) by this system as an ECP data server.",0,intersystems-iris,,,
intersystems_iris.ecps.conn,gauge,,,,Total active client connections to this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.conn_max,gauge,,,,Maximum active client connections to this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.glo_ref,count,,,,Global references (per connection) on this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.glo_ref_per_sec,gauge,,,second,"Global references (per second, summed across all connections) on this system as an ECP data server.",0,intersystems-iris,,,
intersystems_iris.ecps.glo_update,count,,,,Global updates (per connection) on this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.glo_update_per_sec,gauge,,,second,"Global updates (per second, summed across all connections) on this system as an ECP data server.",0,intersystems-iris,,,
intersystems_iris.ecps.lock_fail,count,,,,Locks failed (per connection) on this system as an ECP data server.,0,intersystems-iris,,,
intersystems_iris.ecps.lock_fail_per_sec,gauge,,,second,"Locks failed (per second, summed across all connections) on this system as an ECP data server.",0,intersystems-iris,,,
