metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
kafka.network.request_channel.request_queue_size,gauge,,,,Size of the request queue. A congested request queue will not be able to process incoming or outgoing requests,0,confluent_platform,net req channel req queue size
kafka.network.socket_server.network_processor_avg_idle_percent,gauge,,fraction,,Average fraction of time the network processor threads are idle. Values are between 0 (all resources are used) and 1 (all resources are available),0,confluent_platform,net sock net proc avg idle percent
kafka.server.delayed_operation_purgatory.purgatory_size,gauge,,request,,Number of requests waiting in the fetch purgatory. This is high if consumers use a large value for fetch.wait.max.ms.,0,confluent_platform,delayed operation purgatory size
kafka.server.replica_fetcher_manager.max_lag,gauge,,message,,Maximum lag in messages between the follower and leader replicas. This is controlled by the `replica.lag.max.messages` config.,0,confluent_platform,replica fetcher max lag
kafka.server.replica_manager.leader_count,gauge,,,,"Number of leaders on this broker. This should be mostly even across all brokers. If not, set auto.leader.rebalance.enable to true on all brokers in the cluster.",0,confluent_platform,replica leader
kafka.server.replica_manager.partition_count,gauge,,,,Number of partitions on this broker. This should be mostly even across all brokers.,0,confluent_platform,replica partition
kafka.server.replica_manager.under_min_isr_partition_count,gauge,,,,Number of partitions whose in-sync replicas count is less than minIsr.,0,confluent_platform,replica under min isr partition
kafka.server.replica_manager.under_replicated_partitions,gauge,,,,Number of under-replicated partitions (| ISR | < | all replicas |).,0,confluent_platform,replica under replicated partitions
kafka.controller.offline_partitions_count,gauge,,,,Number of partitions that don’t have an active leader and are hence not writable or readable. Alert if value is greater than 0.,0,confluent_platform,controller offline partitions
kafka.controller.active_controller_count,gauge,,,,Number of active controllers in the cluster. Alert if the aggregated sum across all brokers in the cluster is anything other than 1 because there should be exactly one controller per cluster.,0,confluent_platform,controller active controller
kafka.server.fetcher_lag.consumer_lag,gauge,,message,,Lag in number of messages per follower replica. This is useful to know if the replica is slow or has stopped replicating from the leader.,0,confluent_platform,fetcher lag consumer lag
kafka.cluster.partition.under_min_isr,gauge,,,,Number of partitions whose in-sync replicas count is less than minIsr. These partitions will be unavailable to producers who use acks=all.,0,confluent_platform,cluster partition under min isr
kafka.server.topic.bytes_in_per_sec.rate,gauge,,byte,second,Aggregate incoming byte rate.,0,confluent_platform,topic bytes in
kafka.server.topic.bytes_out_per_sec.rate,gauge,,byte,second,Aggregate outgoing byte rate.,0,confluent_platform,topic bytes out
kafka.server.topic.bytes_rejected_per_sec.rate,gauge,,byte,second,Aggregate rejected byte rate.,0,confluent_platform,topic bytes rejected
kafka.server.topic.failed_fetch_requests_per_sec.rate,gauge,,request,second,Fetch request rate for requests that failed.,0,confluent_platform,topic failed fetch reqs
kafka.server.topic.failed_produce_requests_per_sec.rate,gauge,,request,second,Produce request rate for requests that failed.,0,confluent_platform,topic failed produce reqs
kafka.server.topic.messages_in_per_sec.rate,gauge,,message,second,Aggregate incoming message rate.,0,confluent_platform,topic messages in
kafka.server.topic.total_fetch_requests_per_sec.rate,gauge,,request,second,Fetch request rate.,0,confluent_platform,topic tot fetch reqs
kafka.server.topic.total_produce_requests_per_sec.rate,gauge,,request,second,Produce request rate.,0,confluent_platform,topic tot produce reqs
kafka.server.request_handler_pool.avg_idle_percent.rate,gauge,,fraction,,Average fraction of time the request handler threads are idle. Values are between 0 (all resources are used) and 1 (all resources are available),0,confluent_platform,req handler avg idle percent
kafka.server.replica_manager.isr_expands_per_sec.rate,gauge,,unit,,Rate at which the pool of in-sync replicas (ISRs) expands.,0,confluent_platform,replica manager isr expands
kafka.server.replica_manager.isr_shrinks_per_sec.rate,gauge,,unit,,Rate at which the pool of in-sync replicas (ISRs) shrinks.,0,confluent_platform,replica manager isr shrinks
kafka.server.session.zoo_keeper_disconnects_per_sec.rate,gauge,,unit,second,ZooKeeper client is currently disconnected from the ensemble. The client lost its previous connection to a server and it is currently trying to reconnect. The session is not necessarily expired.,0,confluent_platform,session zk disconnects
kafka.server.session.zoo_keeper_expires_per_sec.rate,gauge,,unit,second,"The ZooKeeper session has expired. When a session expires, we can have leader changes and even a new controller.",0,confluent_platform,session zk expires
kafka.server.session.zoo_keeper_sync_connects_per_sec.rate,gauge,,unit,second,ZooKeeper client is connected to the ensemble and ready to execute operations.,0,confluent_platform,session zk sync connects
kafka.server.session.zoo_keeper_auth_failures_per_sec.rate,gauge,,,second,An attempt to connect to the ensemble failed because the client has not provided correct credentials.,0,confluent_platform,session zk auth failures
kafka.server.session.zoo_keeper_read_only_connects_per_sec.rate,gauge,,unit,second,"The server the client is connected to is currently LOOKING, which means that it is neither FOLLOWING nor LEADING.",0,confluent_platform,session zk read only connects
kafka.server.session.zoo_keeper_sasl_authentications_per_sec.rate,gauge,,unit,second,Client has successfully authenticated.,0,confluent_platform,session zk sasl authentications
kafka.network.request.requests_per_sec.rate,gauge,,request,second,Request rate.,0,confluent_platform,net req reqs
kafka.controller.unclean_leader_elections_per_sec.rate,gauge,,unit,second,Unclean leader election rate.,0,confluent_platform,controller unclean leader elections rate
kafka.controller.unclean_leader_elections_per_sec.avg,gauge,,unit,second,Unclean leader election rate avg.,0,confluent_platform,controller unclean leader elections avg
kafka.controller.leader_election_rate_and_time_ms.rate,gauge,,millisecond,,Leader election rate.,0,confluent_platform,controller leader election rate
kafka.controller.leader_election_rate_and_time_ms.avg,gauge,,millisecond,,Leader election rate avg.,0,confluent_platform,controller leader election avg
kafka.log.log_flush_rate_and_time_ms.rate,gauge,,millisecond,,Log flush rate.,0,confluent_platform,log flush rate
kafka.log.log_flush_rate_and_time_ms.avg,gauge,,millisecond,,Log flush rate avg.,0,confluent_platform,log flush avg
kafka.network.request.total_time_ms.rate,gauge,,millisecond,,Total time in ms to serve the specified request (rate).,0,confluent_platform,net req tot rate
kafka.network.request.total_time_ms.avg,gauge,,millisecond,,Total time in ms to serve the specified request (avg).,0,confluent_platform,net req tot avg
kafka.network.request.request_queue_time_ms.rate,gauge,,millisecond,,Time the request waits in the request queue (rate).,0,confluent_platform,net req req queue rate
kafka.network.request.request_queue_time_ms.avg,gauge,,millisecond,,Time the request waits in the request queue (avg).,0,confluent_platform,net req req queue avg
kafka.network.request.local_time_ms.rate,gauge,,millisecond,,Time the request is processed at the leader,0,confluent_platform,net req local rate
kafka.network.request.local_time_ms.avg,gauge,,millisecond,,Time the request is processed at the leader,0,confluent_platform,net req local avg
