metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
ecs.fargate.cpu.limit,gauge,,,,Soft limit (CPU Shares) in CPU Units.,0,amazon_fargate,cpu limit,
ecs.fargate.cpu.percent,gauge,,percent,,Percentage of CPU used per container (Linux only).,0,amazon_fargate,cpu percent,
ecs.fargate.cpu.system,gauge,,nanocore,,System CPU time.,0,amazon_fargate,cpu system,
ecs.fargate.cpu.task.limit,gauge,,nanocore,,Task CPU Limit (shared by all containers).,0,amazon_fargate,task cpu limit,
ecs.fargate.cpu.usage,gauge,,nanocore,,Total CPU Usage.,0,amazon_fargate,cpu total,
ecs.fargate.cpu.user,gauge,,nanocore,,User CPU time.,0,amazon_fargate,cpu user,
ecs.fargate.ephemeral_storage.reserved,gauge,,mebibyte,,The reserved ephemeral storage of this task. (Fargate 1.4.0+ required).,0,amazon_fargate,ephemeral storage reserved,
ecs.fargate.ephemeral_storage.utilized,gauge,,mebibyte,,The current ephemeral storage usage of this task. (Fargate 1.4.0+ required).,0,amazon_fargate,ephemeral storage utilized,
ecs.fargate.io.bytes.read,gauge,,byte,,Number of bytes read on the disk.,0,amazon_fargate,io read,
ecs.fargate.io.bytes.write,gauge,,byte,,Number of bytes written to the disk.,0,amazon_fargate,io write,
ecs.fargate.io.ops.read,gauge,,,,Number of read operation on the disk.,0,amazon_fargate,io read count,
ecs.fargate.io.ops.write,gauge,,,,Number of write operations to the disk.,0,amazon_fargate,io write count,
ecs.fargate.mem.active_anon,gauge,,byte,,Number of bytes of anonymous and swap cache memory on active LRU list (Linux only).,0,amazon_fargate,mem active anon,
ecs.fargate.mem.active_file,gauge,,byte,,Number of bytes of file-backed memory on active LRU list (Linux only).,0,amazon_fargate,mem active file,
ecs.fargate.mem.cache,gauge,,byte,,Number of bytes of page cache memory (Linux only).,0,amazon_fargate,mem cache,
ecs.fargate.mem.hierarchical_memory_limit,gauge,,byte,,Number of bytes of memory limit with regard to hierarchy under which the memory cgroup is (Linux only).,0,amazon_fargate,mem hierarchical limit,
ecs.fargate.mem.hierarchical_memsw_limit,gauge,,byte,,Number of bytes of memory+swap limit with regard to hierarchy under which memory cgroup is (Linux only).,0,amazon_fargate,mem hierarchical mem swap limit,
ecs.fargate.mem.inactive_file,gauge,,byte,,Number of bytes of file-backed memory on inactive LRU list (Linux only).,0,amazon_fargate,mem inactive file,
ecs.fargate.mem.limit,gauge,,byte,,Number of bytes memory limit (Linux only).,0,amazon_fargate,mem limit,
ecs.fargate.mem.mapped_file,gauge,,byte,,Number of bytes of mapped file (includes tmpfs/shmem) (Linux only).,0,amazon_fargate,mem mapped file,
ecs.fargate.mem.max_usage,gauge,,byte,,Show max memory usage recorded.,0,amazon_fargate,mem max usage,
ecs.fargate.mem.pgfault,gauge,,,second,Number of page faults per second (Linux only).,-1,amazon_fargate,mem pgfault,
ecs.fargate.mem.pgmajfault,gauge,,,second,Number of major page faults per second (Linux only).,-1,amazon_fargate,mem pgmajfault,
ecs.fargate.mem.pgpgin,gauge,,,second,Number of charging events to the memory cgroup. The charging event happens each time a page is accounted as either mapped anon page(RSS) or cache page(Page Cache) to the cgroup (Linux only).,0,amazon_fargate,mem pgpgin,
ecs.fargate.mem.pgpgout,gauge,,,second,Number of uncharging events to the memory cgroup. The uncharging event happens each time a page is unaccounted from the cgroup (Linux only).,0,amazon_fargate,mem pgpgout,
ecs.fargate.mem.rss,gauge,,byte,,Number of bytes of anonymous and swap cache memory (includes transparent hugepages) (Linux only).,0,amazon_fargate,mem rss,
ecs.fargate.mem.task.limit,gauge,,byte,,Task Memory Limit (shared by all containers).,0,amazon_fargate,task memory limit,
ecs.fargate.mem.usage,gauge,,byte,,Number of bytes of memory used.,0,amazon_fargate,mem usage,
ecs.fargate.net.bytes_rcvd,gauge,,byte,,Number of bytes received (Fargate 1.4.0+ required).,0,amazon_fargate, bytes received,
ecs.fargate.net.bytes_sent,gauge,,byte,,Number of bytes sent (Fargate 1.4.0+ required).,0,amazon_fargate,bytes sent,
ecs.fargate.net.packet.in_dropped,gauge,,packet,,Number of ingoing packets dropped (Fargate 1.4.0+ required).,-1,amazon_fargate,in packets dropped,
ecs.fargate.net.packet.out_dropped,gauge,,packet,,Number of outgoing packets dropped (Fargate 1.4.0+ required).,-1,amazon_fargate,out packets dropped,
ecs.fargate.net.rcvd_errors,gauge,,error,,Number of received errors (Fargate 1.4.0+ required).,-1,amazon_fargate,received net errors,
ecs.fargate.net.sent_errors,gauge,,error,,Number of sent errors (Fargate 1.4.0+ required).,-1,amazon_fargate,sent net errors,
