metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
cilium.act.active_connections,gauge,,,,[OpenMetrics V1 and V2] Number of active connections per zone and service,0,cilium,act active connections,,service:zone
cilium.act.errors.count,count,,,,[OpenMetrics V2] Number of ACT processing errors,0,cilium,act errors count,,msg
cilium.act.errors.total,count,,,,[OpenMetrics V1] Number of ACT processing errors,0,cilium,act errors total,,msg
cilium.act.failed_connections,gauge,,,,[OpenMetrics V1 and V2] Number of failed connections per zone and service,0,cilium,act failed connections,,service:zone
cilium.act.new_connections,gauge,,,,[OpenMetrics V1 and V2] Number of new connections per zone and service,0,cilium,act new connections,,service:zone
cilium.act.processing_time.seconds.bucket,count,,second,,[OpenMetrics V2] Sample of ACT map processing durations,0,cilium,act processing bucket,,
cilium.act.processing_time.seconds.count,count,,request,,[OpenMetrics V2] Count of ACT map processing durations,0,cilium,act processing count,,
cilium.act.processing_time.seconds.sum,count,,second,,[OpenMetrics V2] Sum of ACT map processing durations,0,cilium,act processing sum,,
cilium.agent.api_process_time.seconds.bucket,count,,second,,[OpenMetrics V2] Amount of processing time for all API calls,0,cilium,api proc time bucket,,
cilium.agent.api_process_time.seconds.count,count,,request,,[OpenMetrics V1 and V2] Count of processing time for all API calls,0,cilium,api proc time count,,
cilium.agent.api_process_time.seconds.sum,count,,second,,[OpenMetrics V1 and V2] Sum of processing time for all API calls,0,cilium,api proc time sum,,
cilium.agent.bootstrap.seconds.bucket,count,,second,,[OpenMetrics V2] Sample of bootstrap durations,0,cilium,bootstrap time bucket,,
cilium.agent.bootstrap.seconds.count,count,,,,[OpenMetrics V1 and V2] Count of bootstrap durations,0,cilium,bootstrap time count,,
cilium.agent.bootstrap.seconds.sum,count,,second,,[OpenMetrics V1 and V2] Sum of bootstrap durations,0,cilium,bootstrap time sum,,
cilium.api_limiter.adjustment_factor,gauge,,second,,[OpenMetrics V1 and V2] Most recent adjustment factor for automatic adjustment,0,cilium,limiter adj factor,,
cilium.api_limiter.processed_requests.count,count,,request,,[OpenMetrics V2] Total number of API requests processed,0,cilium,limiter proc reqs v2,,
