metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
nvml.device_count,gauge,,,,Number of GPU on this instance.,0,nvml,devices,
nvml.gpu_utilization,gauge,,percent,,Percent of time over the past sample period during which one or more kernels was executing on the GPU.,0,nvml,gpu_utilization,
nvml.mem_copy_utilization,gauge,,percent,,Percent of time over the past sample period during which global (device) memory was being read or written.,0,nvml,gpu_mem_utilization,
nvml.fb_free,gauge,,byte,,Unallocated FB memory.,0,nvml,fb_memory_free,
nvml.fb_used,gauge,,byte,,Allocated FB memory.,0,nvml,rb_memory_allocated,
nvml.fb_total,gauge,,byte,,Total installed FB memory.,0,nvml,fb_memory_total,
nvml.power_usage,gauge,,,,Power usage for this GPU in milliwatts and its associated circuitry (e.g. memory),0,nvml,power_usage,
nvml.total_energy_consumption,count,,,,Total energy consumption for this GPU in millijoules (mJ) since the driver was last reloaded,0,nvml,energy_consumption,
nvml.enc_utilization,gauge,,percent,,The current utilization for the Encoder,0,nvml,encoder_utilization,
nvml.dec_utilization,gauge,,percent,,The current utilization for the Decoder,0,nvml,decoder_utilization,
nvml.pcie_tx_throughput,gauge,,kibibyte,second,PCIe TX utilization,0,nvml,TX_utilization,
nvml.pcie_rx_throughput,gauge,,kibibyte,second,PCIe RX utilization,0,nvml,RX_utilization,
nvml.temperature,gauge,,,,Current temperature for this GPU in degrees celsius,0,nvml,temperature,
nvml.fan_speed,gauge,,percent,,The current utilization for the fan,0,nvml,fan_speed,
nvml.compute_running_process,gauge,,byte,,The current usage of gpu memory by process,0,nvml,compute_running_process,
