metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
databricks.model_serving.cpu_usage_percentage,gauge,60,percent,,Average CPU utilization used across all replicas during the last minute,0,databricks,CPU usage percentage min,
databricks.model_serving.gpu_mem_usage_percentage.avg,gauge,60,percent,,Average GPU memory usage used across all GPUs during the minute,0,databricks,GPU memory usage percentage avg,
databricks.model_serving.gpu_mem_usage_percentage.max,gauge,60,percent,,Maximum GPU memory usage used across all GPUs during the minute,0,databricks,GPU memory usage percentage max,
databricks.model_serving.gpu_mem_usage_percentage.min,gauge,60,percent,,Minimum GPU memory usage used across all GPUs during the minute,0,databricks,GPU memory usage percentage min,
databricks.model_serving.gpu_usage_percentage.avg,gauge,60,percent,,Average GPU utilization used across all GPUs during the minute,0,databricks,GPU usage percentage avg,
databricks.model_serving.gpu_usage_percentage.max,gauge,60,percent,,Maximum GPU utilization used across all GPUs during the minute,0,databricks,GPU usage percentage max,
databricks.model_serving.gpu_usage_percentage.min,gauge,60,percent,,Minimum GPU utilization used across all GPUs during the minute,0,databricks,GPU usage percentage min,
databricks.model_serving.mem_usage_percentage,gauge,60,percent,,Average memory utilization used across all replicas during the last minute,0,databricks,Memory usage percentage avg,
databricks.model_serving.provisioned_concurrent_requests_total,gauge,60,request,,Number of provisioned concurrency during the last minute,0,databricks,Provisioned concurrent requests,
databricks.model_serving.request_4xx_count_total,gauge,60,request,,Number of 4xx errors during the last minute,0,databricks,4xx errors,
databricks.model_serving.request_5xx_count_total,gauge,60,request,,Number of 5xx errors during the last minute,0,databricks,5xx errors total,
databricks.model_serving.request_count_total,gauge,60,request,,Number of requests during the last minute,0,databricks,Request count,
databricks.model_serving.request_latency_ms.75percentile,gauge,60,millisecond,,75th percentile request latency in milliseconds during the minute,0,databricks,Request latency ms 75th percentile,
databricks.model_serving.request_latency_ms.90percentile,gauge,60,millisecond,,90th percentile request latency in milliseconds during the minute,0,databricks,Request latency ms 90th percentile,
databricks.model_serving.request_latency_ms.95percentile,gauge,60,millisecond,,95th percentile request latency in milliseconds during the minute,0,databricks,Request latency ms 95th percentile,
databricks.model_serving.request_latency_ms.99percentile,gauge,60,millisecond,,99th percentile request latency in milliseconds during the minute,0,databricks,Request latency ms 99th percentile,
