metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
teamcity.agents.connected.authorized,gauge,,,,[OpenMetricsV2] Number of connected and authorized build agents,0,teamcity,agents connected auth,
teamcity.agents.running.builds,gauge,,,,[OpenMetricsV2] Number of build agents which are running builds,0,teamcity,agents running builds,
teamcity.build.configs,gauge,,,,[OpenMetricsV2] Number of builds in the database,0,teamcity,build configs num,
teamcity.builds.finished.count,count,,,,[OpenMetricsV2] Number of finished builds,0,teamcity,builds finished,
teamcity.builds.queued,gauge,,,,[OpenMetricsV2] Build queue size,0,teamcity,builds queued,
teamcity.builds.running,gauge,,,,[OpenMetricsV2] Number of running builds,0,teamcity,builds running,
teamcity.builds.started.count,count,,,,[OpenMetricsV2] Number of started builds,0,teamcity,builds started,
teamcity.cpu.count,gauge,,,,[OpenMetricsV2] The number of processors available to the Java Virtual Machine,0,teamcity,cpu count,
teamcity.cpu.usage.process,gauge,,,,[OpenMetricsV2] The recent cpu usage for the Java Virtual Machine process,0,teamcity,cpu usg process,
teamcity.cpu.usage.system,gauge,,,,[OpenMetricsV2] The recent cpu usage for the whole system,0,teamcity,cpu usg system,
teamcity.database.connections.active,gauge,,,,[OpenMetricsV2] Number of active database connections,0,teamcity,db conn active,
teamcity.httpSessions.active,gauge,,,,[OpenMetricsV2] Number of active HTTP sessions,0,teamcity,http sessions active,
teamcity.jvm.buffer.total.capacity.bytes,gauge,,byte,,[OpenMetricsV2] An estimate of the total capacity of the buffers in this pool,0,teamcity,jvm buffer tot capacity bytes,
teamcity.jvm.buffers_count,gauge,,,,[OpenMetricsV2] Estimated number of buffers in the pool,0,teamcity,jvm buffer count,
teamcity.jvm.buffer.memory.used.bytes,gauge,,byte,,[OpenMetricsV2] Estimated memory used by the Java Virtual Machine for this buffer pool,0,teamcity,jvm buffer mem usage,
teamcity.jvm.memory.committed.bytes,gauge,,,,[OpenMetricsV2] The amount of memory in bytes that is committed for the Java virtual machine to use,0,teamcity,jvm mem comm bytes,
teamcity.jvm.memory.max.bytes,gauge,,,,[OpenMetricsV2] The maximum amount of memory in bytes that can be used for memory management,0,teamcity,jvm mem max bytes,
teamcity.jvm.memory.used.bytes,gauge,,,,[OpenMetricsV2] The amount of used memory,0,teamcity,jvm mem used bytes,
