metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
exchange.adaccess_domain_controllers.ldap_read,gauge,,millisecond,,Shows the time in milliseconds (ms) to send an LDAP read request to the specified domain controller and receive a response.,-1,exchange_server,exchange dc ldap read time
exchange.adaccess_domain_controllers.ldap_search,gauge,,millisecond,,Shows the time (in ms) to send an LDAP search request and receive a response.,-1,exchange_server,exchange ldap search time
exchange.adaccess_processes.ldap_read,gauge,,millisecond,,Shows the time (in ms) to send an LDAP read request to the specified domain controller and receive a response.,-1,exchange_server,exchange ldap read time
exchange.adaccess_processes.ldap_search,gauge,,millisecond,,Shows the time (in ms) to send an LDAP search request and receive a response.,-1,exchange_server,exchange ldap search time
exchange.processor.cpu_time,gauge,,percent,,Shows the percentage of time that the processor is executing application or operating system processes. This is when the processor isn't idle.,-1,exchange_server,proc cpu pct
exchange.processor.cpu_user,gauge,,percent,,"Shows the percentage of processor time spent in user mode. User mode is a restricted processing mode designed for applications, environment subsystems, and integral subsystems.",-1,exchange_server,proc cpu user pct
exchange.processor.cpu_privileged,gauge,,percent,,Shows the percentage of processor time spent in privileged mode. Privileged mode is a processing mode designed for operating system components and hardware-manipulating drivers. It allows direct access to hardware and all memory.,-1,exchange_server,proc cpu priv pct
exchange.processor.queue_length,gauge,,thread,,Indicates the number of threads each processor is servicing. Processor Queue Length can be used to identify if processor contention or high CPU utilization is caused by the processor capacity being insufficient to handle the workloads assigned to it. Processor Queue Length shows the number of threads that are delayed in the Processor Ready Queue and are waiting to be scheduled for execution. The value listed is the last observed value at the time the measurement was taken.,-1,exchange_server,proc cpu queue len
exchange.memory.available,gauge,,mebibyte,,"Shows the amount of physical memory, in megabytes (MB), immediately available for allocation to a process or for system use. It's equal to the sum of memory assigned to the standby (cached), free, and zero page lists.",-1,exchange_server,memory avail
exchange.memory.committed,gauge,,percent,,Shows the ratio of Memory\Committed Bytes to the Memory\Commit Limit.,-1,exchange_server,memory in use
exchange.network.outbound_errors,gauge,,error,,Indicates the number of outbound packets that couldn't be transmitted because of errors.,-1,exchange_server,exchange net errors
exchange.network.tcpv6.connection_failures,gauge,,error,,Shows the number of TCP connections for which the current state is either ESTABLISHED or CLOSE-WAIT.,-1,exchange_server,exchange v6 errors
exchange.network.tcpv4.conns_reset,count,,connection,,Shows the number of times TCP connections have made a direct transition to the CLOSED state from either the ESTABLISHED state or the CLOSE-WAIT state.,-1,exchange_server,tcp4 resets
exchange.network.tcpv6.conns_reset,count,,connection,,Shows the number of times TCP connections have made a direct transition to the CLOSED state from either the ESTABLISHED state or the CLOSE-WAIT state.,-1,exchange_server,tcp6 resets
exchange.netlogon.semaphore_waiters,gauge,,thread,,The number of threads that are waiting to obtain the semaphore.,-1,exchange_server,sem waiters
exchange.netlogon.semaphore_holders,gauge,,thread,,The number of threads that are holding the semaphore.,-1,exchange_server,sem holders
exchange.netlogon.semaphore_acquires,count,,,,"The total number of times that the semaphore has been obtained over the lifetime of the security channel connection, or since system startup for _Total.",-1,exchange_server,sem aquires
exchange.netlogon.semaphore_timeouts,count,,timeout,,"The total number of times that a thread has timed out while it waited for the semaphore over the lifetime of the security channel connection, or since system startup for _Total.",-1,exchange_server,sem timeouts
exchange.netlogon.semaphore_hold_time,gauge,,second,,The average time (in seconds) that the semaphore is held over the last sample.,-1,exchange_server,sem hold time
exchange.database.io_reads_avg_latency,gauge,,millisecond,,"Shows the average length of time, in milliseconds (ms), per database read operation.",-1,exchange_server,db read latency
exchange.database.io_writes_avg_latency,gauge,,millisecond,,"Shows the average length of time, in ms, per database write operation.",-1,exchange_server,db write latency
exchange.database.io_log_writes_avg_latency,gauge,,millisecond,,"Shows the average length of time, in ms, per Log write operation.",-1,exchange_server,db log write latency
exchange.database.io_db_reads_recovery_avg_latency,gauge,,millisecond,,"Shows the average length of time, in ms, per passive database read operation.",-1,exchange_server,db read recovery latency
exchange.database.io_db_writes_recovery_avg_latency,gauge,,millisecond,,"Shows the average length of time, in ms, per passive database write operation.",-1,exchange_server,db write recovery latency
exchange.database.io_db_reads_attached_persec,gauge,,read,second,Shows the number of database read operations per second for each attached database instance.,-1,exchange_server,db reads per sec
exchange.database.io_db_writes_attached_persec,gauge,,write,second,Shows the number of database write operations per second for each attached database instance.,-1,exchange_server,db writes per sec
exchange.database.io_log_writes_persec,gauge,,write,second,Shows the number of log writes per second for each database instance.,-1,exchange_server,log writes per sec
exchange.activemanager.database_mounted,gauge,,,,Shows the number of active database copies on the server.,-1,exchange_server,active database mounts
exchange.rpc.averaged_latency,gauge,,millisecond,,"Shows the latency, in milliseconds (ms), averaged for the past 1,024 packets.",-1,exchange_server,rpc avg latency
exchange.rpc.requests,gauge,,request,,Shows the number of client requests currently being processed by the RPC Client Access service.,-1,exchange_server,rpc requests
exchange.rpc.active_user_count,gauge,,user,,Shows the number of unique users that have shown some activity in the last 2 minutes.,-1,exchange_server,active users
exchange.rpc.conn_count,gauge,,connection,,Shows the total number of client connections maintained.,-1,exchange_server,conn_count
exchange.rpc.ops_persec,gauge,,operation,second,"Shows the rate at which RPC operations occur, per second.",-1,exchange_server,rpc ops per sec
exchange.rpc.user_count,gauge,,user,,Shows the number of users connected to the service.,-1,exchange_server,rpc user count
exchange.httpproxy.server_locator_latency,gauge,,millisecond,,Shows the average latency (ms) of MailboxServerLocator web service calls.,-1,exchange_server,mailbox server web service
exchange.httpproxy.avg_auth_latency,gauge,,millisecond,,Shows the average time spent authenticating CAS requests over the last 200 samples.,-1,exchange_server,avg auth latency
exchange.httpproxy.clientaccess_processing_latency,gauge,,millisecond,,Shows the average latency (ms) of CAS processing time (does not include time spent proxying) over the last 200 requests.,-1,exchange_server,avg cas time
exchange.httpproxy.mailbox_proxy_failure_rate,gauge,,percent,,Shows the percentage of connectivity related failures between this Client Access Server and MBX servers over the last 200 samples.,-1,exchange_server,proxy failure rate
exchange.httpproxy.outstanding_requests,gauge,,request,,Shows the number of concurrent outstanding proxy requests.,-1,exchange_server,proxy requests
exchange.httpproxy.proxy_requests_persec,gauge,,request,second,Shows the number of proxy requests processed each second.,-1,exchange_server, proxy requests sec
exchange.httpproxy.requests_persec,gauge,,request,second,Shows the number of requests processed each second.,-1,exchange_server,requests per sec
exchange.is.store.rpc_requests,gauge,,request,,Indicates the overall RPC requests currently executing within the information store process.,-1,exchange_server,rpc requests
exchange.is.clienttype.rpc_latency,gauge,,millisecond,,"Shows a server RPC latency, in ms, averaged for the past 1,024 packets for a particular client protocol.",-1,exchange_server,server rpc latency
exchange.is.store.rpc_latency,gauge,,millisecond,,RPC Latency average (msec) is the average latency in milliseconds of RPC requests per database. Average is calculated over all RPCs since exrpc32 was loaded.,-1,exchange_server,server rpc avg latency
exchange.is.store.rpc_ops_persec,gauge,,operation,second,Shows the number of RPC operations per second for each database instance.,-1,exchange_server,server rpc ops per sec
exchange.is.clienttype.rpc_ops_persec,gauge,,operation,second,Shows the number of RPC operations per second for each client type connection.,-1,exchange_server,client rpc ops sec
exchange.activesync.requests_persec,gauge,,request,second,Shows the number of HTTP requests received from the client via ASP.NET per second. Determines the current Exchange ActiveSync request rate. Used only to determine current user load.,-1,exchange_server,activesync requests/sec
exchange.activesync.ping_pending,gauge,,command,,Shows the number of ping commands currently pending in the queue.,-1,exchange_server,activesync ping pending
exchange.activesync.sync_persec,gauge,,command,second,Shows the number of sync commands processed per second. Clients use this command to synchronize items within a folder.,-1,exchange_server,activesync sync per sec
exchange.owa.unique_users,gauge,,user,,"Shows the number of unique users currently logged on to Outlook Web App. This value monitors the number of unique active user sessions, so that users are only removed from this counter after they log off or their session times out. Determines current user load.",-1,exchange_server,owa unique users
exchange.owa.requests_persec,gauge,,request,second,Shows the number of requests handled by Outlook Web App per second. Determines current user load.,-1,exchange_server,owa requests per sec
exchange.autodiscover.requests_persec,gauge,,request,second,Shows the number of Autodiscover service requests processed each second. Determines current user load.,-1,exchange_server,autodiscover requests sec
exchange.ws.requests_persec,gauge,,request,second,Shows the number of requests processed each second. Determines current user load.,-1,exchange_server,web requests per sec
exchange.ws.current_connections_total,gauge,,connection,,Shows the current number of connections established with the Web service. Determines current user load.,-1,exchange_server,web service connections
