metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
tekton.pipelines_controller.client.latency.bucket,count,,,,Duration of Kubernetes API requests.,0,tekton,,
tekton.pipelines_controller.client.latency.count,count,,,,Duration of Kubernetes API requests.,0,tekton,,
tekton.pipelines_controller.client.latency.sum,count,,,,Duration of Kubernetes API requests.,0,tekton,,
tekton.pipelines_controller.client.results.count,count,,,,Total number of API requests (broken down by status code).,0,tekton,,
tekton.pipelines_controller.go.alloc,gauge,,byte,,The number of bytes of allocated heap objects.,0,tekton,pipelines go_alloc,
tekton.pipelines_controller.go.bucket_hash_sys,gauge,,byte,,The number of bytes of memory in profiling bucket hash tables.,0,tekton,,
tekton.pipelines_controller.go.frees,gauge,,,,The number of heap objects freed.,0,tekton,,
tekton.pipelines_controller.go.gc_cpu_fraction,gauge,,,,The fraction of this program's available CPU time used by the GC since the program started.,0,tekton,,
tekton.pipelines_controller.go.gc_sys,gauge,,byte,,The number of bytes of memory in garbage collection metadata.,0,tekton,,
tekton.pipelines_controller.go.heap_alloc,gauge,,byte,,The number of bytes of allocated heap objects.,0,tekton,,
tekton.pipelines_controller.go.heap_idle,gauge,,byte,,The number of bytes in idle (unused) spans.,0,tekton,,
tekton.pipelines_controller.go.heap_in_use,gauge,,byte,,The number of bytes in in-use spans.,0,tekton,,
tekton.pipelines_controller.go.heap_objects,gauge,,,,The number of allocated heap objects.,0,tekton,,
tekton.pipelines_controller.go.heap_released,gauge,,byte,,The number of bytes of physical memory returned to the OS.,0,tekton,,
tekton.pipelines_controller.go.heap_sys,gauge,,byte,,The number of bytes of heap memory obtained from the OS.,0,tekton,,
tekton.pipelines_controller.go.last_gc,gauge,,,,"The time the last garbage collection finished, as nanoseconds since 1970 (the UNIX epoch).",0,tekton,,
tekton.pipelines_controller.go.lookups,gauge,,,,The number of pointer lookups performed by the runtime.,0,tekton,,
tekton.pipelines_controller.go.mallocs,gauge,,,,The number of heap objects allocated.,0,tekton,,
tekton.pipelines_controller.go.mcache_in_use,gauge,,byte,,The number of bytes of allocated mcache structures.,0,tekton,,
tekton.pipelines_controller.go.mcache_sys,gauge,,byte,,The number of bytes of memory obtained from the OS for mcache structures.,0,tekton,,
tekton.pipelines_controller.go.mspan_in_use,gauge,,byte,,The number of bytes of allocated mspan structures.,0,tekton,,
tekton.pipelines_controller.go.mspan_sys,gauge,,byte,,The number of bytes of memory obtained from the OS for mspan structures.,0,tekton,,
tekton.pipelines_controller.go.next_gc,gauge,,byte,,The target heap size of the next GC cycle.,0,tekton,,
tekton.pipelines_controller.go.num_forced_gc,gauge,,,,The number of GC cycles that were forced by the application calling the GC function.,0,tekton,,
tekton.pipelines_controller.go.num_gc,gauge,,,,The number of completed GC cycles.,0,tekton,,
tekton.pipelines_controller.go.other_sys,gauge,,byte,,The number of bytes of memory in miscellaneous off-heap runtime allocations.,0,tekton,,
tekton.pipelines_controller.go.stack_in_use,gauge,,byte,,The number of bytes in stack spans.,0,tekton,,
tekton.pipelines_controller.go.stack_sys,gauge,,byte,,The number of bytes of stack memory obtained from the OS.,0,tekton,,
tekton.pipelines_controller.go.sys,gauge,,byte,,The total bytes of memory obtained from the OS.,0,tekton,,
tekton.pipelines_controller.go.total_alloc,gauge,,byte,,The cumulative bytes allocated for heap objects.,0,tekton,,
tekton.pipelines_controller.go.total_gc_pause,gauge,,nanosecond,,The duration in GC stop-the-world pauses since the program started.,0,tekton,,
tekton.pipelines_controller.pipelinerun.count,count,,,,Total number of PipelineRun triggered.,0,tekton,,
tekton.pipelines_controller.pipelinerun.duration.bucket,count,,,,Duration of the PipelineRun.,0,tekton,,
tekton.pipelines_controller.pipelinerun.duration.count,count,,,,Duration of the PipelineRun.,0,tekton,,
tekton.pipelines_controller.pipelinerun.duration.sum,count,,,,Duration of the PipelineRun.,0,tekton,,
tekton.pipelines_controller.running_pipelineruns,gauge,,,,Number of running pipelineruns.,0,tekton,,
tekton.pipelines_controller.running_pipelineruns_waiting_on_pipeline_resolution,gauge,,,,Number of pipelineruns waiting on pipeline resolution.,0,tekton,,
tekton.pipelines_controller.running_pipelineruns_waiting_on_task_resolution,gauge,,,,Number of pipelineruns waiting on task resolution.,0,tekton,,
tekton.pipelines_controller.running_taskruns,gauge,,,,Number of running taskruns.,0,tekton,,
tekton.pipelines_controller.running_taskruns_throttled_by_node,gauge,,,,Number of taskruns throttled by node.,0,tekton,,
tekton.pipelines_controller.running_taskruns_throttled_by_quota,gauge,,,,Number of taskruns throttled by quota.,0,tekton,,
tekton.pipelines_controller.running_taskruns_waiting_on_task_resolution,gauge,,,,Number of taskruns waiting on task resolution.,0,tekton,,
tekton.pipelines_controller.taskrun.count,count,,,,Total number of TaskRun triggered.,0,tekton,,
tekton.pipelines_controller.taskrun_duration.bucket,count,,,,Duration of the TaskRun.,0,tekton,,
tekton.pipelines_controller.taskrun_duration.count,count,,,,Duration of the TaskRun.,0,tekton,,
tekton.pipelines_controller.taskrun_duration.sum,count,,,,Duration of the TaskRun.,0,tekton,,
tekton.pipelines_controller.taskruns_pod_latency,gauge,,millisecond,,The scheduling latency for the taskruns pods.,0,tekton,,
tekton.pipelines_controller.workqueue.longest_running_processor.bucket,count,,,,Longest outstanding workqueue item has been in flight.,0,tekton,,
tekton.pipelines_controller.workqueue.longest_running_processor.count,count,,,,Longest outstanding workqueue item has been in flight.,0,tekton,,
tekton.pipelines_controller.workqueue.longest_running_processor.sum,count,,,,Longest outstanding workqueue item has been in flight.,0,tekton,,
tekton.pipelines_controller.workqueue.unfinished_work.bucket,count,,,,Duration an item from workqueue takes to get processed.,0,tekton,,
tekton.pipelines_controller.workqueue.unfinished_work.count,count,,,,Duration an item from workqueue takes to get processed.,0,tekton,,
tekton.pipelines_controller.workqueue.unfinished_work.sum,count,,,,Duration an item from workqueue takes to get processed.,0,tekton,,
tekton.triggers_controller.client.latency.bucket,count,,,,Duration of Kubernetes API requests.,0,tekton,,
tekton.triggers_controller.client.latency.count,count,,,,Duration of Kubernetes API requests.,0,tekton,,
tekton.triggers_controller.client.latency.sum,count,,,,Duration of Kubernetes API requests.,0,tekton,,
tekton.triggers_controller.client.results.count,count,,,,Total number of API requests (broken down by status code).,0,tekton,,
tekton.triggers_controller.clusterinterceptor,gauge,,,,The number of clusterinterceptor.,0,tekton,triggers ,
tekton.triggers_controller.clustertriggerbinding,gauge,,,,The number of clustertriggerbinding.,0,tekton,,
tekton.triggers_controller.eventlistener,gauge,,,,The number of eventlistener.,0,tekton,,
tekton.triggers_controller.go.alloc,gauge,,byte,,The number of bytes of allocated heap objects.,0,tekton,,
tekton.triggers_controller.go.bucket_hash_sys,gauge,,byte,,The number of bytes of memory in profiling bucket hash tables.,0,tekton,,
tekton.triggers_controller.go.frees,gauge,,,,The number of heap objects freed.,0,tekton,,
tekton.triggers_controller.go.gc_cpu_fraction,gauge,,,,The fraction of this program's available CPU time used by the GC since the program started.,0,tekton,,
tekton.triggers_controller.go.gc_sys,gauge,,byte,,The number of bytes of memory in garbage collection metadata.,0,tekton,,
tekton.triggers_controller.go.heap_alloc,gauge,,byte,,The number of bytes of allocated heap objects.,0,tekton,,
tekton.triggers_controller.go.heap_idle,gauge,,byte,,The number of bytes in idle (unused) spans.,0,tekton,,
tekton.triggers_controller.go.heap_in_use,gauge,,byte,,The number of bytes in in-use spans.,0,tekton,,
tekton.triggers_controller.go.heap_objects,gauge,,,,The number of allocated heap objects.,0,tekton,,
tekton.triggers_controller.go.heap_released,gauge,,byte,,The number of bytes of physical memory returned to the OS.,0,tekton,,
