metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
ringcentral.voice.total_calls,COUNT,,,,Total number of voice calls,0,ringcentral,Total Calls,,
ringcentral.voice.total_calls_minutes,COUNT,,minute,,Total minutes of voice calls,0,ringcentral,Total Calls Minutes,,
ringcentral.voice.total_inbound_calls,COUNT,,,,Total number of inbound voice calls,0,ringcentral,Total Inbound Calls,,
ringcentral.voice.total_outbound_calls,COUNT,,,,Total number of outbound voice calls,0,ringcentral,Total Outbound Calls,,
ringcentral.voice.inbound_call_duration,COUNT,,second,,Total duration of inbound voice calls,0,ringcentral,Inbound Call Duration,,
ringcentral.voice.outbound_call_duration,COUNT,,second,,Total duration of outbound voice calls,0,ringcentral,Outbound Call Duration,,
ringcentral.voice.total_internal_calls,COUNT,,,,Total number of internal voice calls,0,ringcentral,Total Internal Calls,,
ringcentral.voice.total_external_calls,COUNT,,,,Total number of external voice calls,0,ringcentral,Total External Calls,,
ringcentral.voice.internal_call_duration,COUNT,,second,,Total duration of internal voice calls,0,ringcentral,Internal Call Duration,,
ringcentral.voice.external_call_duration,COUNT,,second,,Total duration of external voice calls,0,ringcentral,External Call Duration,,
ringcentral.voice.completed_voice_calls,COUNT,,,,Total number of completed voice calls,0,ringcentral,Completed Voice Calls,,
ringcentral.voice.abandoned_voice_calls,COUNT,,,,Total number of abandoned voice calls,0,ringcentral,Abandoned Voice Calls,,
ringcentral.voice.voicemail_voice_calls,COUNT,,,,Total number of voicemail voice calls,0,ringcentral,Voicemail Voice Calls,,
ringcentral.voice.missed_voice_calls,COUNT,,,,Total number of missed voice calls,0,ringcentral,Missed Voice Calls,,
ringcentral.voice.accepted_voice_calls,COUNT,,,,Total number of accepted voice calls,0,ringcentral,Accepted Voice Calls,,
ringcentral.voice.unknown_voice_calls,COUNT,,,,Total number of unknown voice calls,0,ringcentral,Unknown Voice Calls,,
ringcentral.voice.answered_voice_calls,COUNT,,,,Total number of answered voice calls,0,ringcentral,Answered Voice Calls,,
ringcentral.voice.notanswered_voice_calls,COUNT,,,,Total number of not answered voice calls,0,ringcentral,Notanswered Voice Calls,,
ringcentral.voice.connected_voice_calls,COUNT,,,,Total number of connected voice calls,0,ringcentral,Connected Voice Calls,,
ringcentral.voice.notconnected_voice_calls,COUNT,,,,Total number of not connected voice calls,0,ringcentral,Notconnected Voice Calls,,
ringcentral.voice.businesshours_calls,COUNT,,,,Total number of calls during business hours,0,ringcentral,Businesshours Calls,,
ringcentral.voice.afterhours_calls,COUNT,,,,Total number of after hours calls,0,ringcentral,Afterhours Calls,,
ringcentral.message.total_messages,COUNT,,,,Total number of A2P SMS messages,0,ringcentral,Total Messages,,
ringcentral.message.queued_messages,COUNT,,,,Total number of Queued messages,0,ringcentral,Queued Messages,,
ringcentral.message.sent_messages,COUNT,,,,Total number of Sent messages,0,ringcentral,Sent Messages,,
ringcentral.message.delivered_messages,COUNT,,,,Total number of Delivered messages,0,ringcentral,Delivered Messages,,
ringcentral.message.sending_failed_messages,COUNT,,,,Total number of failed to send messages,0,ringcentral,Sending Failed Messages,,
ringcentral.message.delivery_failed_messages,COUNT,,,,Total number of failed to deliver messages,0,ringcentral,Delivery Failed Messages,,
ringcentral.message.delivery_failed_error_code,COUNT,,,,Total number of delivery failed error codes,0,ringcentral,Delivery Failed Error Code,,
ringcentral.message.sending_failed_error_code,COUNT,,,,Total number of sending failed error codes,0,ringcentral,Sending Failed Error Code,,
ringcentral.message.cost_total,COUNT,,dollar,,Total cost of A2P SMS messages,0,ringcentral,Cost Total,,
ringcentral.message.queued_cost,COUNT,,dollar,,The cost for the queued messages,0,ringcentral,Queued Cost,,
ringcentral.message.delivered_cost,COUNT,,dollar,,The cost for the delivered messages,0,ringcentral,Delivered Cost,,
ringcentral.message.delivery_failed_cost,COUNT,,dollar,,The cost for the delivery failed  messages,0,ringcentral,Delivery Failed Cost,,
ringcentral.message.sent_cost,COUNT,,dollar,,The cost for the sent messages,0,ringcentral,Sent Cost,,
ringcentral.message.sending_failed_cost,COUNT,,dollar,,The cost for the sending failed messages,0,ringcentral,Sending Failed Cost,,
