metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
godaddy.certificate.canceled_certificates,count,,,,The total number of canceled certificates,0,godaddy,Canceled Certificates,,
godaddy.certificate.certificate_expiration_days,count,,day,,Count of expiration days by certificate,0,godaddy,Certificate Expiration Days,,
godaddy.certificate.certificate_status,count,,,,Contains the certificate and it's current status,0,godaddy,Certificate Status,,
godaddy.certificate.denied_certificates,count,,,,The total number of denied certificates,0,godaddy,Denied Certificates,,
godaddy.certificate.domain_status,count,,,,Contains the domain and it's current status by certificate,0,godaddy,Domain Status,,
godaddy.certificate.domains_count,count,,,,The total number of domains by certificate,0,godaddy,Domains Count,,
godaddy.certificate.expired_certificates,count,,,,The total number of expired certificates,0,godaddy,Expired Certificates,,
godaddy.certificate.issued_certificates,count,,,,The total number of issued certificates,0,godaddy,Issued Certificates,,
godaddy.certificate.pending_issuance_certificates,count,,,,The total number of pending issued certificates,0,godaddy,Pending Issued Certificates,,
godaddy.certificate.pending_rekey_certificates,count,,,,The total number of pending rekey certificates,0,godaddy,Pending Rekey Certificates,,
godaddy.certificate.pending_revocation_certificates,count,,,,The total number of pending revocation certificates,0,godaddy,Pending Revocation Certificates,,
godaddy.certificate.revoked_certificates,count,,,,The total number of revoked certificates,0,godaddy,Revoked Certificates,,
godaddy.certificate.total_certificates,count,,,,The total number of certificates,0,godaddy,Total Certificates,,
godaddy.certificate.unused_certificates,count,,,,The total number of unused certificates,0,godaddy,Unused Certificates,,
