metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
nutanix.api.rate_limited,count,,,,Count of HTTP 429 rate limit responses from the Prism Central API.,0,nutanix,rate_limited,,
nutanix.cluster.aggregate_hypervisor.memory_usage,gauge,,,,Total memory usage across all hypervisors in the cluster.,0,nutanix,usage,,
nutanix.cluster.controller.avg_io_latency,gauge,,,,Average I/O latency of the cluster storage controller.,0,nutanix,latency,,
nutanix.cluster.controller.avg_read_io_latency,gauge,,,,Average read I/O latency of the cluster storage controller.,0,nutanix,latency,,
nutanix.cluster.controller.avg_write_io_latency,gauge,,,,Average write I/O latency of the cluster storage controller.,0,nutanix,latency,,
nutanix.cluster.controller.num_iops,gauge,,,,Total IOPS on the cluster storage controller.,0,nutanix,iops,,
nutanix.cluster.controller.num_read_iops,gauge,,,,Total read IOPS on the cluster storage controller.,0,nutanix,iops,,
nutanix.cluster.controller.num_write_iops,gauge,,,,Total write IOPS on the cluster storage controller.,0,nutanix,iops,,
nutanix.cluster.controller.read_io_bandwidth,gauge,,,,Read I/O bandwidth of the cluster storage controller.,0,nutanix,bandwidth,,
nutanix.cluster.controller.write_io_bandwidth,gauge,,,,Write I/O bandwidth of the cluster storage controller.,0,nutanix,bandwidth,,
nutanix.cluster.count,gauge,,,,Number of clusters.,0,nutanix,count,,
nutanix.cluster.cpu.total_cores,gauge,,core,,Total CPU cores in the cluster (sum of all hosts).,0,nutanix,total_cores,,
nutanix.cluster.cpu.total_threads,gauge,,,,Total CPU threads in the cluster (sum of all hosts).,0,nutanix,total_threads,,
nutanix.cluster.cpu.vcpus_allocated,gauge,,,,Total vCPUs allocated to VMs in the cluster.,0,nutanix,vcpus_allocated,,
nutanix.cluster.free_physical_storage,gauge,,,,Free physical storage in the cluster.,0,nutanix,physical_storage,,
nutanix.cluster.health_check_score,gauge,,,,"Cluster NCC check score indicating the health of the cluster. The value to health mapping is as follows: Good: 100, Info: 98, Warning: 74, Critical: 24, Error: 13, Unknown: -1.",0,nutanix,check_score,,
nutanix.cluster.hypervisor.cpu_usage,gauge,,,,CPU usage across all hypervisors in the cluster.,0,nutanix,usage,,
nutanix.cluster.io_bandwidth,gauge,,,,Total I/O bandwidth of the cluster.,0,nutanix,bandwidth,,
nutanix.cluster.logical_storage_usage,gauge,,,,Logical storage usage in the cluster.,0,nutanix,usage,,
nutanix.cluster.memory.allocated_bytes,gauge,,byte,,Total memory allocated to VMs in the cluster.,0,nutanix,allocated_bytes,,
nutanix.cluster.memory.total_bytes,gauge,,byte,,Total memory in the cluster (sum of all hosts).,0,nutanix,total_bytes,,
nutanix.cluster.nbr_nodes,gauge,,,,Number of nodes in the cluster.,0,nutanix,nbr_nodes,,
nutanix.cluster.overall_memory_usage,gauge,,,,Overall memory usage in the cluster.,0,nutanix,memory_usage,,
nutanix.cluster.storage_capacity,gauge,,,,Total storage capacity of the cluster.,0,nutanix,capacity,,
nutanix.cluster.storage_usage,gauge,,,,Storage usage in the cluster.,0,nutanix,usage,,
nutanix.cluster.vm.count,gauge,,,,Number of VMs in the cluster.,0,nutanix,count,,
nutanix.cluster.vm.inefficient_count,gauge,,,,Number of inefficient VMs in the cluster.,0,nutanix,inefficient_count,,
nutanix.health.up,gauge,,,,Reports whether the Agent can reach Prism Central. 1 = reachable; 0 = unreachable.,0,nutanix,up,,
nutanix.host.aggregate_hypervisor.memory_usage,gauge,,,,Total memory usage across all hypervisors on the host.,0,nutanix,usage,,
nutanix.host.controller.avg_io_latency,gauge,,,,Average I/O latency of the host storage controller.,0,nutanix,latency,,
nutanix.host.controller.avg_read_io_latency,gauge,,,,Average read I/O latency of the host storage controller.,0,nutanix,latency,,
nutanix.host.controller.avg_write_io_latency,gauge,,,,Average write I/O latency of the host storage controller.,0,nutanix,latency,,
nutanix.host.controller.num_iops,gauge,,,,Total IOPS on the host storage controller.,0,nutanix,iops,,
nutanix.host.controller.num_read_iops,gauge,,,,Total read IOPS on the host storage controller.,0,nutanix,iops,,
nutanix.host.controller.num_write_iops,gauge,,,,Total write IOPS on the host storage controller.,0,nutanix,iops,,
nutanix.host.controller.read_io_bandwidth,gauge,,,,Read I/O bandwidth of the host storage controller.,0,nutanix,bandwidth,,
nutanix.host.controller.write_io_bandwidth,gauge,,,,Write I/O bandwidth of the host storage controller.,0,nutanix,bandwidth,,
nutanix.host.count,gauge,,,,Number of hosts.,0,nutanix,count,,
nutanix.host.cpu.cores,gauge,,core,,Total number of CPU cores in the host.,0,nutanix,cores,,
nutanix.host.cpu.sockets,gauge,,,,Number of CPU sockets in the host.,0,nutanix,sockets,,
nutanix.host.cpu.threads,gauge,,,,Total number of CPU threads in the host.,0,nutanix,threads,,
nutanix.host.cpu_capacity,gauge,,,,CPU capacity of the host.,0,nutanix,capacity,,
nutanix.host.free_physical_storage,gauge,,,,Free physical storage on the host.,0,nutanix,physical_storage,,
nutanix.host.health_check_score,gauge,,,,"Host NCC check score indicating the health of the host. The value to health mapping is as follows: Good: 100, Info: 98, Warning: 74, Critical: 24, Error: 13, Unknown: -1.",0,nutanix,check_score,,
nutanix.host.hypervisor.cpu_usage,gauge,,,,CPU usage of the hypervisor on the host.,0,nutanix,usage,,
nutanix.host.io_bandwidth,gauge,,,,Total I/O bandwidth of the host.,0,nutanix,bandwidth,,
nutanix.host.logical_storage_usage,gauge,,,,Logical storage usage on the host.,0,nutanix,usage,,
nutanix.host.memory.bytes,gauge,,byte,,Total memory in the host.,0,nutanix,bytes,,
nutanix.host.memory_capacity,gauge,,,,Total memory capacity of the host.,0,nutanix,capacity,,
