metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
ibm_db2.activity.aborted,count,,operation,,The number of activities aborted since database activation.,-1,ibm_db2,,
ibm_db2.activity.completed,count,,operation,,The number of activities completed since database activation.,0,ibm_db2,,
ibm_db2.activity.rejected,count,,operation,,The number of activities rejected since database activation.,-1,ibm_db2,,
ibm_db2.agent.coord,gauge,,process,,The current number of coordinator agents.,0,ibm_db2,,
ibm_db2.agent.coord.max,gauge,,process,,The highest number of coordinator agents since instance start.,0,ibm_db2,,
ibm_db2.agent.created_empty_pool,count,,process,,The number of agents created because the agent pool was empty.,-1,ibm_db2,,
ibm_db2.agent.from_pool,count,,process,,The number of agents assigned from the agent pool.,0,ibm_db2,,
ibm_db2.agent.idle,gauge,,process,,The current number of idle agents.,0,ibm_db2,,
ibm_db2.agent.registered,gauge,,process,,The current number of registered agents.,0,ibm_db2,,
ibm_db2.agent.registered.max,gauge,,process,,The highest number of registered agents since instance start.,0,ibm_db2,,
ibm_db2.application.active,gauge,,connection,,The number of applications that are currently connected to the database.,0,ibm_db2,,
ibm_db2.application.executing,gauge,,connection,,The number of applications for which the database manager is currently processing a request.,0,ibm_db2,,
ibm_db2.backup.latest,gauge,,second,,The time elapsed since the latest database backup was completed.,-1,ibm_db2,,
ibm_db2.bufferpool.block_ios,count,,operation,,The number of block I/O read requests performed by prefetchers.,0,ibm_db2,,
ibm_db2.bufferpool.column.hit_percent,gauge,,percent,,The percentage of time that the database manager did not need to load a page from disk to service a column-organized table data page request.,1,ibm_db2,,
ibm_db2.bufferpool.column.reads.async,count,,page,,The number of column-organized data pages read asynchronously into the buffer pool by prefetchers.,0,ibm_db2,,
ibm_db2.bufferpool.column.reads.logical,count,,get,,"The number of column-organized table data pages read from the logical table space containers for temporary, regular, and large table spaces.",0,ibm_db2,,
ibm_db2.bufferpool.column.reads.physical,count,,get,,"The number of column-organized table data pages read from the physical table space containers for temporary, regular, and large table spaces.",0,ibm_db2,,
ibm_db2.bufferpool.column.reads.total,count,,get,,"The total number of column-organized table data pages read from the table space containers for temporary, regular, and large table spaces.",0,ibm_db2,,
ibm_db2.bufferpool.column.writes,count,,page,,The number of column-organized data pages physically written from the buffer pool to disk.,0,ibm_db2,,
ibm_db2.bufferpool.column.writes.async,count,,page,,The number of column-organized data pages written asynchronously to disk by page cleaners.,0,ibm_db2,,
ibm_db2.bufferpool.data.hit_percent,gauge,,percent,,The percentage of time that the database manager did not need to load a page from disk to service a data page request.,1,ibm_db2,,
ibm_db2.bufferpool.data.reads.async,count,,page,,The number of data pages read asynchronously into the buffer pool by prefetchers.,0,ibm_db2,,
ibm_db2.bufferpool.data.reads.logical,count,,get,,"The number of data pages read from the logical table space containers for temporary, regular and large table spaces.",0,ibm_db2,,
ibm_db2.bufferpool.data.reads.physical,count,,get,,"The number of data pages read from the physical table space containers for temporary, regular and large table spaces.",0,ibm_db2,,
ibm_db2.bufferpool.data.reads.total,count,,get,,"The total number of data pages read from the table space containers for temporary, regular and large table spaces.",0,ibm_db2,,
