metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
vault.go.gc.duration.seconds.count,count,,,,Number of samples of vault.go.gc.duration.seconds.,0,vault,,
vault.go.gc.duration.seconds.quantile,gauge,,second,,GC invocation duration quantile.,0,vault,,
vault.go.gc.duration.seconds.sum,monotonic_count,,second,,GC invocation duration total.,0,vault,,
vault.go.goroutines,gauge,,,,Number of goroutines that currently exist.,0,vault,,
vault.go.info,gauge,,,,Information about the Go environment.,0,vault,,
vault.go.memstats.alloc.bytes,gauge,,,,Number of bytes allocated and still in use.,0,vault,,
vault.go.memstats.alloc.bytes.count,monotonic_count,,,,"Total number of bytes allocated, even if freed.",0,vault,,
vault.go.memstats.alloc.bytes.total,count,,,,"[Legacy] Total number of bytes allocated, even if freed.",0,vault,,
vault.go.memstats.buck_hash.sys.bytes,gauge,,,,Number of bytes used by the profiling bucket hash table.,0,vault,,
vault.go.memstats.frees.count,count,,,,Total number of frees.,0,vault,,
vault.go.memstats.frees.total,count,,,,[Legacy] Total number of frees.,0,vault,,
vault.go.memstats.gc.cpu.fraction,gauge,,,,The fraction of this program's available CPU time used by the GC since the program started.,0,vault,,
vault.go.memstats.gc.sys.bytes,gauge,,,,Number of bytes used for garbage collection system metadata.,0,vault,,
vault.go.memstats.heap.alloc.bytes,gauge,,,,Number of heap bytes allocated and still in use.,0,vault,,
vault.go.memstats.heap.idle.bytes,gauge,,,,Number of heap bytes waiting to be used.,0,vault,,
vault.go.memstats.heap.inuse.bytes,gauge,,,,Number of heap bytes that are in use.,0,vault,,
vault.go.memstats.heap.objects,gauge,,,,Number of allocated objects.,0,vault,,
vault.go.memstats.heap.released.bytes,gauge,,,,Number of heap bytes released to OS.,0,vault,,
vault.go.memstats.heap.sys.bytes,gauge,,,,Number of heap bytes obtained from system.,0,vault,,
vault.go.memstats.last.gc.time.seconds,gauge,,,,Number of seconds since 1970 of last garbage collection.,0,vault,,
vault.go.memstats.lookups.count,monotonic_count,,,,Total number of pointer lookups.,0,vault,,
vault.go.memstats.lookups.total,count,,,,[Legacy] Total number of pointer lookups.,0,vault,,
vault.go.memstats.mallocs.count,monotonic_count,,,,Total number of mallocs.,0,vault,,
vault.go.memstats.mallocs.total,count,,,,[Legacy] Total number of mallocs.,0,vault,,
vault.go.memstats.mcache.inuse.bytes,gauge,,,,Number of bytes in use by mcache structures.,0,vault,,
vault.go.memstats.mcache.sys.bytes,gauge,,,,Number of bytes used for mcache structures obtained from system.,0,vault,,
vault.go.memstats.mspan.inuse.bytes,gauge,,,,Number of bytes in use by mspan structures.,0,vault,,
vault.go.memstats.mspan.sys.bytes,gauge,,,,Number of bytes used for mspan structures obtained from system.,0,vault,,
vault.go.memstats.next.gc.bytes,gauge,,,,Number of heap bytes when next garbage collection will take place.,0,vault,,
vault.go.memstats.other.sys.bytes,gauge,,,,Number of bytes used for other system allocations.,0,vault,,
vault.go.memstats.stack.inuse.bytes,gauge,,,,Number of bytes in use by the stack allocator.,0,vault,,
vault.go.memstats.stack.sys.bytes,gauge,,,,Number of bytes obtained from system for stack allocator.,0,vault,,
vault.go.memstats.sys.bytes,gauge,,,,Number of bytes obtained from system.,0,vault,,
vault.go.threads,gauge,,,,Number of OS threads created.,0,vault,,
vault.is_leader,gauge,,,,1 if leader 0 otherwise.,0,vault,Cluster leader,
vault.vault.cache.hit,count,,,,"[Legacy] Number of times a value was retrieved from the LRU cache.",0,vault,cache hit,
