metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
ignite.threads.active,gauge,10,thread,,Approximate number of threads that are actively executing tasks.,0,ignite,
ignite.threads.pool_size,gauge,10,thread,,Current number of threads in the pool.,0,ignite,
ignite.threads.largest_size,gauge,10,thread,,Largest number of threads that have ever simultaneously been in the pool.,0,ignite,
ignite.threads.tasks,count,10,task,,Approximate total number of tasks that have been scheduled for execution.,0,ignite,
ignite.threads.completed_tasks,count,10,task,,Approximate total number of tasks that have completed execution.,0,ignite,
ignite.threads.queue_size,gauge,10,thread,,Current number of threads in the pool,0,ignite,
ignite.threads.core_pool_size,gauge,10,thread,,The core number of threads.,0,ignite,
ignite.threads.maximum_pool_size,gauge,10,thread,,The maximum allowed number of threads.,0,ignite,
ignite.allocation_rate,gauge,10,page,second,Allocation rate (pages per second) averaged across rateTimeInternal.,0,ignite,
ignite.initial_memory_size,gauge,10,byte,,Initial memory region size defined by its data region.,0,ignite,
ignite.max_memory_size,gauge,10,byte,,Maximum memory region size defined by its data region.,0,ignite,
ignite.offheap_size,gauge,10,byte,,Offheap size in bytes.,0,ignite,
ignite.total_allocated_pages,count,10,page,,Total number of allocated pages.,0,ignite,
ignite.eviction_rate,gauge,10,page,second,Eviction rate (pages per second).,0,ignite,
ignite.large_entries_pages_percentage,gauge,10,percent,,Percentage of pages that are fully occupied by large entries that go beyond page size.,0,ignite,
ignite.pages_fill_factor,gauge,10,percent,,The percentage of the used space.,0,ignite,
ignite.dirty_pages,gauge,10,page,,Number of pages in memory not yet synchronized with persistent storage.,-1,ignite,
ignite.pages_replace_rate,gauge,10,page,second,Rate at which pages in memory are replaced with pages from persistent storage (pages per second).,0,ignite,
ignite.physical_memory_pages,gauge,10,page,,Number of pages residing in physical RAM.,0,ignite,
ignite.pages_replace_age,gauge,10,page,,Average age at which pages in memory are replaced with pages from persistent storage (milliseconds).,0,ignite,
ignite.pages_read,count,10,page,,Number of pages read from last restart.,0,ignite,
ignite.pages_written,count,10,page,,Number of pages written from last restart.,0,ignite,
ignite.pages_replaced,count,10,page,,Number of pages replaced from last restart.,0,ignite,
ignite.offheap_used_size,gauge,10,byte,,Total used offheap size in bytes.,0,ignite,
ignite.total_allocated_size,count,10,byte,,Total size of memory allocated in bytes.,0,ignite,
ignite.used_checkpoint_buffer_pages,gauge,10,page,,Used checkpoint buffer size in pages.,0,ignite,
ignite.used_checkpoint_buffer_size,gauge,10,byte,,Used checkpoint buffer size in bytes.,0,ignite,
ignite.check_point_buffer_size,gauge,10,byte,,Total size in bytes for checkpoint buffer.,0,ignite,
ignite.total_started_threads,count,10,thread,,The total number of threads started.,0,ignite,
ignite.heap_memory_initialized,gauge,10,byte,,The initial size of memory in bytes; -1 if undefined.,0,ignite,
ignite.heap_memory_maximum,gauge,10,byte,,The maximum amount of memory in bytes; -1 if undefined.,0,ignite,
ignite.received_bytes,count,10,byte,,Received bytes count.,0,ignite,
ignite.oubound_messages_queue_size,gauge,10,message,,Outbound messages queue size.,0,ignite,
ignite.sent_messages,count,10,message,,Sent messages count.,0,ignite,
