metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
elasticsearch.active_primary_shards,gauge,,shard,,The number of active primary shards in the cluster.,0,elasticsearch,active primary shards,
elasticsearch.active_shards,gauge,,shard,,The number of active shards in the cluster.,0,elasticsearch,active shards,
elasticsearch.breakers.fielddata.estimated_size_in_bytes,gauge,,byte,,The estimated size in bytes of the field data circuit breaker [v1.4.0+].,0,elasticsearch,field data breaker size,
elasticsearch.breakers.fielddata.overhead,gauge,,,,The constant multiplier for byte estimations of the field data circuit breaker [v1.4.0+].,0,elasticsearch,field data breaker overhead,
elasticsearch.breakers.fielddata.tripped,gauge,,,,The number of times the field data circuit breaker has tripped [v1.4.0+].,0,elasticsearch,field data breaker tripped,
elasticsearch.breakers.inflight_requests.estimated_size_in_bytes,gauge,,byte,,The estimated size in bytes of the inflight circuit breaker [v5+].,0,elasticsearch,req breaker size,
elasticsearch.breakers.inflight_requests.overhead,gauge,,,,The constant multiplier for byte estimations of the inflight circuit breaker [v5+].,0,elasticsearch,inflight breaker overhead,
elasticsearch.breakers.inflight_requests.tripped,gauge,,,,The number of times the inflight circuit breaker has tripped [v5+].,0,elasticsearch,inflight breaker tripped,
elasticsearch.breakers.parent.estimated_size_in_bytes,gauge,,byte,,The estimated size in bytes of the parent circuit breaker [v1.4.0+].,0,elasticsearch,parent breaker size,
elasticsearch.breakers.parent.overhead,gauge,,,,The constant multiplier for byte estimations of the parent circuit breaker [v1.4.0+].,0,elasticsearch,parent breaker overhead,
elasticsearch.breakers.parent.tripped,gauge,,,,The number of times the parent circuit breaker has tripped [v1.4.0+].,0,elasticsearch,parent breaker tripped,
elasticsearch.breakers.request.estimated_size_in_bytes,gauge,,byte,,The estimated size in bytes of the request circuit breaker [v1.4.0+].,0,elasticsearch,req breaker size,
elasticsearch.breakers.request.overhead,gauge,,,,The constant multiplier for byte estimations of the request circuit breaker [v1.4.0+].,0,elasticsearch,req breaker overhead,
elasticsearch.breakers.request.tripped,gauge,,,,The number of times the request circuit breaker has tripped [v1.4.0+].,0,elasticsearch,req breaker tripped,
elasticsearch.cache.field.evictions,gauge,,eviction,,The total number of evictions from the field data cache [pre v0.90.5].,0,elasticsearch,field cache evictions,
elasticsearch.cache.field.size,gauge,,byte,,The size of the field cache [pre v0.90.5].,0,elasticsearch,field cache size,
elasticsearch.cache.filter.count,gauge,,item,,The number of items in the filter cache [pre v0.90.5].,0,elasticsearch,filter cache elements,
elasticsearch.cache.filter.evictions,gauge,,eviction,,The total number of evictions from the filter cache [pre 2.0].,0,elasticsearch,filter cache evictions,
elasticsearch.cache.filter.evictions.count,count,,eviction,,The total number of evictions from the filter cache submitted as a count [v0.90.5 pre 2.0].,0,elasticsearch,filter cache evictions,
elasticsearch.cache.filter.size,gauge,,byte,,The size of the filter cache [pre 2.0].,0,elasticsearch,filter cache size,
elasticsearch.cgroup.cpu.stat.number_of_elapsed_periods,gauge,,,,The number of reporting periods that have elapsed [v5+],0,elasticsearch,cgroup cpu stat,
elasticsearch.cgroup.cpu.stat.number_of_times_throttled,gauge,,,,The number of times all tasks in the same cgroup as the Elasticsearch process have been throttled [v5+],0,elasticsearch,cpu stat throttled,
elasticsearch.cluster_status,gauge,,,,"The elasticsearch cluster health as a number: red = 0, yellow = 1, green = 2",0,elasticsearch,cluster status,
elasticsearch.delayed_unassigned_shards,gauge,,shard,,The number of shards whose allocation has been delayed [v2.4+].,0,elasticsearch,delayed unassigned shards,
elasticsearch.disk.avail,gauge,,byte,,The free disk space available to Elasticsearch.,0,elasticsearch,disk avail,
elasticsearch.disk.indices,gauge,,byte,,The disk space used by the node's shards.,0,elasticsearch,disk indices,
elasticsearch.disk.percent,gauge,,percent,,The total percentage of disk space in use. Calculated as disk.used / disk.total.,0,elasticsearch,disk percent,
elasticsearch.disk.total,gauge,,byte,,The total disk space for the node including in-use and available space.,0,elasticsearch,disk total,
elasticsearch.disk.used,gauge,,byte,,The total disk space in use.,0,elasticsearch,disk used,
elasticsearch.docs.count,gauge,,document,,The total number of documents in the cluster across all shards.,0,elasticsearch,docs count,
elasticsearch.docs.deleted,gauge,,document,,The total number of documents deleted from the cluster across all shards.,0,elasticsearch,docs deleted,
