metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
tibco_ems.connection.consumers,gauge,,,,The number of consumers on the connection.,0,tibco_ems,,,
tibco_ems.connection.producers,gauge,,,,The number of producers on the connectio.,0,tibco_ems,,,
tibco_ems.connection.sessions,gauge,,,,The number of sessions on the connection.,0,tibco_ems,,,
tibco_ems.connection.temporary_queues,gauge,,,,The number of temporary queues created by the connection.,0,tibco_ems,,,
tibco_ems.connection.temporary_topics,gauge,,,,The number of temporary topics created by the connection.,0,tibco_ems,,,
tibco_ems.connection.uncommitted_transactions,gauge,,,,The number of messages in uncommitted transactions on the connection.,0,tibco_ems,,,
tibco_ems.connection.uncommitted_transactions_size,gauge,,byte,,The combined size of messages in uncommitted transactions on the connection.,0,tibco_ems,,,
tibco_ems.consumer.messages_rate,gauge,,,,"The rate, per second, at which messages are being consumed.",0,tibco_ems,,,
tibco_ems.consumer.messages_rate_size,gauge,,byte,,"The rate, per second, at which the size of messages is being consumed.",0,tibco_ems,,,
tibco_ems.consumer.total_messages,gauge,,,,The total number of messages consumed by the consumer.,0,tibco_ems,,,
tibco_ems.consumer.total_messages_size,gauge,,byte,,The total size of messages consumed by the consumer.,0,tibco_ems,,,
tibco_ems.durable.pending_messages,gauge,,,,The number of pending messages on the durable.,0,tibco_ems,,,
tibco_ems.durable.pending_messages_size,gauge,,byte,,The total size of pending messages on the durable.,0,tibco_ems,,,
tibco_ems.producer.messages_rate,gauge,,,,"The rate, per second, at which messages are being produced.",0,tibco_ems,,,
tibco_ems.producer.messages_rate_size,gauge,,byte,,"The rate, per second, at which the size of messages is being produced.",0,tibco_ems,,,
tibco_ems.producer.total_messages,gauge,,,,The total number of messages produced by the producer.,0,tibco_ems,,,
tibco_ems.producer.total_messages_size,gauge,,byte,,The total size of messages produced by the producer.,0,tibco_ems,,,
tibco_ems.queue.pending_messages,gauge,,,,The number of pending messages on the queue.,0,tibco_ems,,,
tibco_ems.queue.pending_messages_size,gauge,,byte,,The total size of pending messages on the queue.,0,tibco_ems,,,
tibco_ems.queue.pending_persistent_messages,gauge,,,,The total number of pending persistent messages on the queue.,0,tibco_ems,,,
tibco_ems.queue.pending_persistent_messages_size,gauge,,byte,,The total size of pending persistent messages on the queue.,0,tibco_ems,,,
tibco_ems.queue.receivers,gauge,,,,The number of currently active receivers,0,tibco_ems,,,
tibco_ems.server.admin_connections,gauge,,,,The number of admin connections on the server.,0,tibco_ems,,,
tibco_ems.server.asynchronous_storage,gauge,,,,The amount of storage used for asynchronous message storage.,0,tibco_ems,,,
tibco_ems.server.client_connections,gauge,,,,The number of client connectons on the server.,0,tibco_ems,,,
tibco_ems.server.consumers,gauge,,,,The number of message consumers on the server.,0,tibco_ems,,,
tibco_ems.server.durables,gauge,,,,The number of durables on the server.,0,tibco_ems,,,
tibco_ems.server.inbound_message_rate,gauge,,,,The rate of total inbound messages.,0,tibco_ems,,,
tibco_ems.server.inbound_message_rate_size,gauge,,byte,,The size of the rate of total inbound messages.,0,tibco_ems,,,
tibco_ems.server.message_memory_pooled,gauge,,,,The amount of memory pooled for message storage.,0,tibco_ems,,,
tibco_ems.server.outbound_message_rate,gauge,,,,The rate of outbound messages on the server.,0,tibco_ems,,,
tibco_ems.server.outbound_message_rate_size,gauge,,byte,,The size of the rate of outbound messages on the server,0,tibco_ems,,,
tibco_ems.server.pending_message_size,gauge,,byte,,The total size of messages pending delivery.,0,tibco_ems,,,
tibco_ems.server.pending_messages,gauge,,,,The total number of messages pending delivery.,0,tibco_ems,,,
tibco_ems.server.producers,gauge,,,,The number of message producers on the server.,0,tibco_ems,,,
tibco_ems.server.queues,gauge,,,,"The total number of queues, including the count of dynamic and temporary topics.",0,tibco_ems,,,
tibco_ems.server.sessions,gauge,,,,The number of sessions currently active on the server.,0,tibco_ems,,,
tibco_ems.server.storage_read_rate,gauge,,,,The number of storage reads on the server,0,tibco_ems,,,
tibco_ems.server.storage_read_rate_size,gauge,,byte,,The size of the rate of storage reads on the server,0,tibco_ems,,,
tibco_ems.server.storage_write_rate,gauge,,,,The number of storage writes on the server,0,tibco_ems,,,
tibco_ems.server.storage_write_rate_size,gauge,,byte,,The size of the  rate of storage writes on the server.,0,tibco_ems,,,
tibco_ems.server.synchronous_storage,gauge,,,,The amount of storage used for synchronous message storage.,0,tibco_ems,,,
tibco_ems.server.topics,gauge,,,,"The total number of topics, including the count of dynamic and temporary topics.",0,tibco_ems,,,
tibco_ems.server.uptime,gauge,,second,,The total time the server has been running since it was last started.,0,tibco_ems,,,
tibco_ems.topic.durable_subscriptions,gauge,,,,"The number of current subscriptions on the topic, including durable subscriptions.",0,tibco_ems,,,
tibco_ems.topic.pending_messages,gauge,,,,The number of pending messages on the topic.,0,tibco_ems,,,
tibco_ems.topic.pending_messages_size,gauge,,byte,,The total size of pending messages on the topic.,0,tibco_ems,,,
tibco_ems.topic.pending_persistent_messages,gauge,,,,The number of pending persistent messages on the topic.,0,tibco_ems,,,
tibco_ems.topic.pending_persistent_messages_size,gauge,,byte,,The total size of pending persistent messages on the topic.,0,tibco_ems,,,
tibco_ems.topic.subsciptions,gauge,,,,The number of durable subscriptions on the topic.,0,tibco_ems,,,
