metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
yarn.node.available_virtual_cores,gauge,,core,,The total number of vCores available on the node,0,yarn,nd cor avail
yarn.node.num_containers,gauge,,,,The total number of containers currently running on the node,0,yarn,nd ctrs tot
yarn.queue.root.max_capacity,gauge,,percent,,The configured maximum queue capacity in percentage for root queue,0,yarn,q root max cap
yarn.queue.root.used_capacity,gauge,,percent,,The used queue capacity in percentage for root queue,0,yarn,q root usd cap
yarn.queue.root.capacity,gauge,,percent,,The configured queue capacity in percentage for root queue,0,yarn,q root cap
yarn.queue.num_pending_applications,gauge,,task,,The number of pending applications in this queue,0,yarn,q pnd apps
yarn.queue.user_am_resource_limit.memory,gauge,,mebibyte,,The maximum memory resources a user can use for Application Masters (in MB),0,yarn,q usr am res lm m
yarn.queue.user_am_resource_limit.vcores,gauge,,core,,The maximum vCpus a user can use for Application Masters,0,yarn,q usr am res lm c
yarn.queue.absolute_capacity,gauge,,percent,,The absolute capacity percentage this queue can use of entire cluster,0,yarn,q abs cap
yarn.queue.user_limit_factor,gauge,,,,The minimum user limit percent set in the configuration,0,yarn,q usr lm fac
yarn.queue.user_limit,gauge,,,,The user limit factor set in the configuration,0,yarn,q usr lm
yarn.queue.num_applications,gauge,,task,,The number of applications currently in the queue,0,yarn,q num app
yarn.queue.used_am_resource.memory,gauge,,mebibyte,,The memory resources used for Application Masters (in MB),0,yarn,q usd am res m
yarn.queue.used_am_resource.vcores,gauge,,core,,The vCpus used for Application Masters,0,yarn,q usd am res c
yarn.queue.absolute_used_capacity,gauge,,percent,,The absolute used capacity percentage this queue is using of the entire cluster,0,yarn,q abs used cap
yarn.queue.resources_used.memory,gauge,,mebibyte,,The total memory resources this queue is using (in MB),0,yarn,q res usd m
yarn.queue.resources_used.vcores,gauge,,core,,The total vCpus this queue is using,0,yarn,q res usd c
yarn.queue.am_resource_limit.vcores,gauge,,core,,The maximum vCpus this queue can use for Application Masters,0,yarn,q am res lim c
yarn.queue.am_resource_limit.memory,gauge,,mebibyte,,The maximum memory resources this queue can use for Application Masters (in MB),0,yarn,q am res lim m
yarn.queue.capacity,gauge,,percent,,The configured queue capacity in percentage relative to its parent queue,0,yarn,q cap
yarn.queue.num_active_applications,gauge,,task,,The number of active applications in this queue,0,yarn,q num act apps
yarn.queue.absolute_max_capacity,gauge,,percent,,The absolute maximum capacity percentage this queue can use of the entire cluster,0,yarn,q abs max cap
yarn.queue.used_capacity,gauge,,percent,,The used queue capacity in percentage,0,yarn,q usd cap
yarn.queue.num_containers,gauge,,,,The number of containers being used,0,yarn,q num cont
yarn.queue.max_capacity,gauge,,percent,,The configured maximum queue capacity in percentage relative to its parent queue,0,yarn,q max cap
yarn.queue.max_applications,gauge,,task,,The maximum number of applications this queue can have,0,yarn,q max app
yarn.queue.max_applications_per_user,gauge,,task,,The maximum number of active applications per user this queue can have,0,yarn,q max app usr
