metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
kafka.broker.config.default_replication_factor,gauge,,item,,Broker configuration for default replication factor.,0,kafka_consumer,replication factor,,
kafka.broker.config.log_retention_bytes,gauge,,byte,,Broker configuration for log retention in bytes.,0,kafka_consumer,log retention bytes,,
kafka.broker.config.log_retention_ms,gauge,,millisecond,,Broker configuration for log retention in milliseconds.,0,kafka_consumer,log retention ms,,
kafka.broker.config.log_segment_bytes,gauge,,byte,,Broker configuration for log segment size in bytes.,0,kafka_consumer,log segment bytes,,
kafka.broker.config.min_insync_replicas,gauge,,item,,Broker configuration for minimum in-sync replicas.,0,kafka_consumer,min isr,,
kafka.broker.config.num_io_threads,gauge,,thread,,Broker configuration for number of I/O threads.,0,kafka_consumer,io threads,,
kafka.broker.config.num_network_threads,gauge,,thread,,Broker configuration for number of network threads.,0,kafka_consumer,network threads,,
kafka.broker.config.num_partitions,gauge,,item,,Broker configuration for default number of partitions.,0,kafka_consumer,default partitions,,
kafka.broker.count,gauge,,instance,,Total number of brokers in the cluster.,0,kafka_consumer,broker count,,
kafka.broker.leader_count,gauge,,item,,Number of partitions for which this broker is the leader.,0,kafka_consumer,leader partitions,,
kafka.broker.partition_count,gauge,,item,,Total number of partitions on this broker including replicas.,0,kafka_consumer,broker partitions,,
kafka.broker_offset,gauge,,offset,,Current message offset on broker.,0,kafka_consumer,broker offset,,
kafka.cluster.controller_id,gauge,,instance,,ID of the broker acting as the cluster controller.,0,kafka_consumer,controller id,,
kafka.consumer_group.count,gauge,,item,,Total number of consumer groups.,0,kafka_consumer,consumer groups,,
kafka.consumer_group.member.partitions,gauge,,item,,Number of partitions assigned to this consumer group member.,0,kafka_consumer,member partitions,,
kafka.consumer_group.members,gauge,,item,,Number of members in the consumer group.,0,kafka_consumer,group members,,
kafka.consumer_lag,gauge,,message,,Lag in messages between consumer and broker.,-1,kafka_consumer,consumer lag,,
kafka.consumer_offset,gauge,,offset,,Current message offset on consumer.,0,kafka_consumer,consumer offset,,
kafka.estimated_consumer_lag,gauge,,second,,Lag in seconds between consumer and broker. This metric is provided through Data Streams Monitoring. Additional charges may apply.,-1,kafka_consumer,consumer time lag,,
kafka.partition.beginning_offset,gauge,,offset,,The earliest offset in the partition.,0,kafka_consumer,beginning offset,,
kafka.partition.isr,gauge,,item,,Number of in-sync replicas for this partition.,0,kafka_consumer,isr,,
kafka.partition.offline,gauge,,,,Whether this partition is offline (1) or not (0).,-1,kafka_consumer,offline,,
kafka.partition.replicas,gauge,,item,,Number of replicas for this partition.,0,kafka_consumer,replicas,,
kafka.partition.size,gauge,,message,,Number of messages in the partition.,0,kafka_consumer,partition size,,
kafka.partition.under_replicated,gauge,,,,Whether this partition is under-replicated (1) or not (0).,-1,kafka_consumer,under replicated,,
kafka.schema_registry.subjects,gauge,,item,,Total number of schema subjects in the registry.,0,kafka_consumer,schema subjects,,
kafka.schema_registry.versions,gauge,,item,,Number of versions for this schema subject.,0,kafka_consumer,schema versions,,
kafka.topic.config.max_message_bytes,gauge,,byte,,Topic configuration for maximum message size in bytes.,0,kafka_consumer,max message bytes,,
kafka.topic.config.retention_bytes,gauge,,byte,,Topic configuration for retention size in bytes.,0,kafka_consumer,topic retention bytes,,
kafka.topic.config.retention_ms,gauge,,millisecond,,Topic configuration for retention time in milliseconds.,0,kafka_consumer,topic retention ms,,
kafka.topic.count,gauge,,item,,Total number of topics in the cluster.,0,kafka_consumer,topic count,,
kafka.topic.message_rate,gauge,,message,second,Message production rate for this topic.,0,kafka_consumer,message rate,,
kafka.topic.partitions,gauge,,item,,Number of partitions for this topic.,0,kafka_consumer,topic partitions,,
kafka.topic.size,gauge,,message,,Total number of messages in the topic.,0,kafka_consumer,topic size,,
