metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
quarkus.http_server.active_requests,gauge,,request,,Requests to the server that are active right now.,0,quarkus,,,
quarkus.http_server.bytes_read.count,count,,,,Number of times some bytes were received by the server.,0,quarkus,,,
quarkus.http_server.bytes_read.max,gauge,,byte,,Maximum number of bytes currently received by the server.,0,quarkus,,,
quarkus.http_server.bytes_read.sum,count,,byte,,Total number of bytes received by the server since it started.,0,quarkus,,,
quarkus.http_server.bytes_written.count,count,,,,Number of times some bytes were by the server.,0,quarkus,,,
quarkus.http_server.bytes_written.max,gauge,,byte,,Current maximum number of bytes sent by the server.,0,quarkus,,,
quarkus.http_server.bytes_written.sum,count,,byte,,Total number of bytes sent by the server.,0,quarkus,,,
quarkus.http_server.connections.seconds.max,gauge,,second,,The duration of the connections in seconds.,0,quarkus,,,
quarkus.http_server.requests.seconds.count,count,,,,The number of requests observed so far.,0,quarkus,,,
quarkus.http_server.requests.seconds.max,gauge,,second,,The current longest request duration in seconds.,0,quarkus,,,
quarkus.http_server.requests.seconds.sum,count,,second,,Total number of seconds that all requests took so far.,0,quarkus,,,
quarkus.jvm.buffer.count_buffers,gauge,,buffer,,An estimate of the number of buffers in the pool.,0,quarkus,,,
quarkus.jvm.buffer.memory_used.bytes,gauge,,byte,,An estimate of the memory that the Java virtual machine is using for this buffer pool.,0,quarkus,,,
quarkus.jvm.buffer.total_capacity.bytes,gauge,,byte,,An estimate of the total capacity of the buffers in this pool.,0,quarkus,,,
quarkus.jvm.classes.loaded_classes,gauge,,,,The number of classes that are currently loaded in the Java virtual machine.,0,quarkus,,,
quarkus.jvm.gc.live_data_size.bytes,gauge,,byte,,Size of long-lived heap memory pool after reclamation.,0,quarkus,,,
quarkus.jvm.gc.max_data_size.bytes,gauge,,byte,,Max size of long-lived heap memory pool.,0,quarkus,,,
quarkus.jvm.gc.overhead,gauge,,,,"An approximation of the percent of CPU time used by GC activities over the last lookback period or since monitoring began, whichever is shorter, in the range [0..1].",0,quarkus,,,
quarkus.jvm.memory.committed.bytes,gauge,,byte,,The amount of memory in bytes that is committed for the Java virtual machine to use.,0,quarkus,,,
quarkus.jvm.memory.max.bytes,gauge,,byte,,The maximum amount of memory in bytes that can be used for memory management.,0,quarkus,,,
quarkus.jvm.memory.usage_after_gc,gauge,,fraction,,"The percentage of long-lived heap pool used after the last GC event, in the range [0..1].",0,quarkus,,,
quarkus.jvm.memory.used.bytes,gauge,,byte,,The amount of used memory.,0,quarkus,,,
quarkus.jvm.threads.daemon_threads,gauge,,thread,,The current number of live daemon threads.,0,quarkus,,,
quarkus.jvm.threads.live_threads,gauge,,thread,,The current number of live threads including both daemon and non-daemon threads.,0,quarkus,,,
quarkus.jvm.threads.peak_threads,gauge,,thread,,The peak live thread count since the Java virtual machine started or peak was reset.,0,quarkus,,,
quarkus.jvm.threads.states_threads,gauge,,thread,,The current number of threads.,0,quarkus,,,
quarkus.netty.allocator.memory.pinned,gauge,,byte,,"Size, in bytes, of the memory that the allocated buffer uses.",0,quarkus,,,
quarkus.netty.allocator.memory.used,gauge,,byte,,"Size, in bytes, of the memory that the allocator uses.",0,quarkus,,,
quarkus.netty.allocator.pooled.arenas,gauge,,byte,,Number of arenas for a pooled allocator.,0,quarkus,,,
quarkus.netty.allocator.pooled.cache_size,gauge,,byte,,"Size, in bytes, of the cache for a pooled allocator.",0,quarkus,,,
quarkus.netty.allocator.pooled.chunk_size,gauge,,byte,,"Size, in bytes, of memory chunks for a pooled allocator.",0,quarkus,,,
quarkus.netty.allocator.pooled.threadlocal_caches,gauge,,,,Number of ThreadLocal caches for a pooled allocator.,0,quarkus,,,
quarkus.netty.eventexecutor.tasks_pending,gauge,,task,,Number of pending tasks in the event executor.,0,quarkus,,,
quarkus.process.cpu.usage,gauge,,,,The recent cpu usage for the Java Virtual Machine process.,0,quarkus,,,
quarkus.process.files.max_files,gauge,,file,,The maximum file descriptor count.,0,quarkus,,,
quarkus.process.files.open_files,gauge,,file,,The open file descriptor count.,0,quarkus,,,
quarkus.process.uptime.seconds,gauge,,second,,The uptime of the Java virtual machine.,0,quarkus,,,
quarkus.system.cpu.count,gauge,,,,The number of processors available to the Java virtual machine.,0,quarkus,,,
quarkus.system.cpu.usage,gauge,,,,The recent cpu usage of the system the application is running in.,0,quarkus,,,
quarkus.system.load_average_1m,gauge,,,,The sum of the number of runnable entities queued to available processors and the number of runnable entities running on the available processors averaged over a period of time.,0,quarkus,,,
quarkus.worker_pool.active,gauge,,,,The number of resources from the pool currently used.,0,quarkus,,,
quarkus.worker_pool.idle,gauge,,,,The number of resources from the pool currently used.,0,quarkus,,,
quarkus.worker_pool.queue.delay.seconds.count,count,,,,Number of items that spent time in the waiting queue before being processed.,0,quarkus,,,
quarkus.worker_pool.queue.delay.seconds.max,gauge,,second,,Current maximum time spent in the waiting queue before being processed.,0,quarkus,,,
quarkus.worker_pool.queue.delay.seconds.sum,count,,,,Total time spent in the waiting queue before being processed.,0,quarkus,,,
quarkus.worker_pool.queue.size,gauge,,,,Number of pending elements in the waiting queue.,0,quarkus,,,
quarkus.worker_pool.ratio,gauge,,fraction,,Ratio of workers being used at the moment.,0,quarkus,,,
quarkus.worker_pool.usage.seconds.count,count,,second,,Number of times resources from the pool were being used.,0,quarkus,,,
quarkus.worker_pool.usage.seconds.max,gauge,,second,,Maximum time spent using resources from the pool.,0,quarkus,,,
quarkus.worker_pool.usage.seconds.sum,count,,second,,Total time spent using resources from the pool.,0,quarkus,,,
